ID;GL_ITEM;GL_ITEM_NAME;BalanceInSQL;BalanceInPL;Difference;BalanceDate
23581;10;Cash box;-126,19;-126,19;0;2016-07-01 00:00:00.000
23582;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-01 00:00:00.000
23583;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-01 00:00:00.000
23584;2850;Accrued income;-738340,33;-738340,33;0;2016-07-01 00:00:00.000
23585;4110;Other liabilities;18984559,76;18998858,83;-14299,07;2016-07-01 00:00:00.000
23586;4200;Deferred income;94261,16;94261,16;0;2016-07-01 00:00:00.000
23587;4300;Provisions - taxes;0,02;0,02;0;2016-07-01 00:00:00.000
23588;4350;Provisions - other;425939,49;425939,49;0;2016-07-01 00:00:00.000
23589;5010;Interest payable banks;-8568460,35;-8575061,51;6601,16;2016-07-04 00:00:00.000
23590;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-04 00:00:00.000
23591;5500;Commission payable;-241238,03;-241238,03;0;2016-07-04 00:00:00.000
23592;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-04 00:00:00.000
23593;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-04 00:00:00.000
23594;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-04 00:00:00.000
23595;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-04 00:00:00.000
23596;6500;Room  maintenance costs and rental fees;-486987,72;-492236,21;5248,49;2016-07-04 00:00:00.000
23597;6600;Office operating costs;-136116,08;-151297,62;15181,54;2016-07-04 00:00:00.000
23598;6700;Administrative expenses;-470305,25;-470305,25;0;2016-07-04 00:00:00.000
23599;6870;Security expenses;0;-101500;101500;2016-07-04 00:00:00.000
23600;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-04 00:00:00.000
23601;6950;Other taxes;-57619,92;-57619,92;0;2016-07-04 00:00:00.000
23602;7010;Interest income banks;2994444,95;4048741,84;-1054296,89;2016-07-04 00:00:00.000
23603;7100;Interest income non-banks;6235873,07;6235035,79;837,28;2016-07-04 00:00:00.000
23604;7210;Interest income floating rate securities;38490,44;44928,8;-6438,36;2016-07-04 00:00:00.000
23605;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-04 00:00:00.000
23606;7500;Commission income documentary business;192759,2;192459,2;300;2016-07-04 00:00:00.000
23607;7600;Commission income payments;1373560,56;1373560,56;0;2016-07-04 00:00:00.000
23608;7650;Other commission incomes;92046,04;92046,04;0;2016-07-04 00:00:00.000
23609;7700;Other operating income;75385,7;45400,32;29985,38;2016-07-04 00:00:00.000
23610;7850;Foreign exchange income;9077428,57000002;9077428,56999999;0;2016-07-04 00:00:00.000
23611;7870;Securities income;-101500;0;-101500;2016-07-04 00:00:00.000
23612;10;Cash box;-126,19;-126,19;0;2016-07-04 00:00:00.000
23613;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-04 00:00:00.000
23614;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-04 00:00:00.000
23615;2850;Accrued income;-730306,09;-730306,09;0;2016-07-04 00:00:00.000
23616;4110;Other liabilities;21046418,14;21060854,2;-14436,06;2016-07-04 00:00:00.000
23617;4200;Deferred income;94189,26;94189,26;0;2016-07-04 00:00:00.000
23618;4300;Provisions - taxes;0,02;0,02;0;2016-07-04 00:00:00.000
23619;4350;Provisions - other;425939,49;425939,49;0;2016-07-04 00:00:00.000
23620;5010;Interest payable banks;-8622904;-8629642,14;6738,14;2016-07-05 00:00:00.000
23621;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-05 00:00:00.000
23622;5500;Commission payable;-241258,31;-241258,31;0;2016-07-05 00:00:00.000
23623;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-05 00:00:00.000
23624;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-05 00:00:00.000
23625;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-05 00:00:00.000
23626;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-05 00:00:00.000
23627;6500;Room  maintenance costs and rental fees;-486987,72;-492236,21;5248,49;2016-07-05 00:00:00.000
23628;6600;Office operating costs;-136116,08;-151297,62;15181,54;2016-07-05 00:00:00.000
23629;6700;Administrative expenses;-470305,25;-470305,25;0;2016-07-05 00:00:00.000
23630;6870;Security expenses;0;-101500;101500;2016-07-05 00:00:00.000
23631;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-05 00:00:00.000
23632;6950;Other taxes;-57619,92;-57619,92;0;2016-07-05 00:00:00.000
23633;7010;Interest income banks;3017222,76;4077910,06;-1060687,3;2016-07-05 00:00:00.000
23634;7100;Interest income non-banks;6261414,53;6260577,25;837,28;2016-07-05 00:00:00.000
23635;7210;Interest income floating rate securities;38490,44;45065,78;-6575,34;2016-07-05 00:00:00.000
23636;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-05 00:00:00.000
23637;7500;Commission income documentary business;193856,24;193856,24;0;2016-07-05 00:00:00.000
23638;7600;Commission income payments;1382094,35;1382058,49;35,86;2016-07-05 00:00:00.000
23639;7650;Other commission incomes;92046,04;92046,04;0;2016-07-05 00:00:00.000
23640;7700;Other operating income;75610,7;45700,32;29910,38;2016-07-05 00:00:00.000
23641;7850;Foreign exchange income;9015497,38;9015497,38;0;2016-07-05 00:00:00.000
23642;7870;Securities income;-101500;0;-101500;2016-07-05 00:00:00.000
23643;10;Cash box;-126,19;-126,19;0;2016-07-05 00:00:00.000
23644;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-05 00:00:00.000
23645;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-05 00:00:00.000
23646;2850;Accrued income;-730288,97;-730288,97;0;2016-07-05 00:00:00.000
23647;4110;Other liabilities;22465444,39;22480017,43;-14573,04;2016-07-05 00:00:00.000
23648;4200;Deferred income;94117,5;94117,5;0;2016-07-05 00:00:00.000
23649;4300;Provisions - taxes;0,02;0,02;0;2016-07-05 00:00:00.000
23650;4350;Provisions - other;425939,49;425939,49;0;2016-07-05 00:00:00.000
23651;5010;Interest payable banks;-8679177,99;-8686053,12;6875,13;2016-07-06 00:00:00.000
23652;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-06 00:00:00.000
23653;5500;Commission payable;-244097,75;-244097,75;0;2016-07-06 00:00:00.000
23654;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-06 00:00:00.000
23655;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-06 00:00:00.000
23656;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-06 00:00:00.000
23657;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-06 00:00:00.000
23658;6500;Room  maintenance costs and rental fees;-487617,72;-492866,21;5248,49;2016-07-06 00:00:00.000
23659;6600;Office operating costs;-136116,08;-151361,01;15244,93;2016-07-06 00:00:00.000
23660;6700;Administrative expenses;-471342,93;-471342,93;0;2016-07-06 00:00:00.000
23661;6870;Security expenses;0;-101500;101500;2016-07-06 00:00:00.000
23662;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-06 00:00:00.000
23663;6950;Other taxes;-57772,65;-57772,65;0;2016-07-06 00:00:00.000
23664;7010;Interest income banks;3037376,98;4104748,94;-1067371,96;2016-07-06 00:00:00.000
23665;7100;Interest income non-banks;6287532,56;6286695,28;837,28;2016-07-06 00:00:00.000
23666;7210;Interest income floating rate securities;38490,44;45202,77;-6712,33;2016-07-06 00:00:00.000
23667;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-06 00:00:00.000
23668;7500;Commission income documentary business;193856,91;193856,91;0;2016-07-06 00:00:00.000
23669;7600;Commission income payments;1391925,74;1391925,74;0;2016-07-06 00:00:00.000
23670;7650;Other commission incomes;92046,04;92046,04;0;2016-07-06 00:00:00.000
23671;7700;Other operating income;78939,52;49029,14;29910,38;2016-07-06 00:00:00.000
23672;7850;Foreign exchange income;9050842,76999999;9050842,77;0;2016-07-06 00:00:00.000
23673;7870;Securities income;-101500;0;-101500;2016-07-06 00:00:00.000
23674;10;Cash box;-126,19;-126,19;0;2016-07-06 00:00:00.000
23675;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-06 00:00:00.000
23676;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-06 00:00:00.000
23677;2850;Accrued income;-730415,85;-730415,85;0;2016-07-06 00:00:00.000
23678;4110;Other liabilities;20460876,25;20475586,28;-14710,03;2016-07-06 00:00:00.000
23679;4200;Deferred income;94649,24;94649,24;0;2016-07-06 00:00:00.000
23680;4300;Provisions - taxes;0,02;0,02;0;2016-07-06 00:00:00.000
23681;4350;Provisions - other;425939,49;425939,49;0;2016-07-06 00:00:00.000
23682;5010;Interest payable banks;-8730004;-8737016,12;7012,12;2016-07-07 00:00:00.000
23683;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-07 00:00:00.000
23684;5500;Commission payable;-244096,88;-244096,88;0;2016-07-07 00:00:00.000
23685;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-07 00:00:00.000
23686;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-07 00:00:00.000
23687;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-07 00:00:00.000
23688;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-07 00:00:00.000
23689;6500;Room  maintenance costs and rental fees;-487617,72;-492866,21;5248,49;2016-07-07 00:00:00.000
23690;6600;Office operating costs;-136116,08;-151361,01;15244,93;2016-07-07 00:00:00.000
23691;6700;Administrative expenses;-471342,93;-471342,93;0;2016-07-07 00:00:00.000
23692;6870;Security expenses;0;-101500;101500;2016-07-07 00:00:00.000
23693;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-07 00:00:00.000
23694;6950;Other taxes;-57772,65;-57772,65;0;2016-07-07 00:00:00.000
23695;7010;Interest income banks;3069811,59;4143606,38;-1073794,79;2016-07-07 00:00:00.000
23696;7100;Interest income non-banks;6313160,9;6312323,62;837,28;2016-07-07 00:00:00.000
23697;7210;Interest income floating rate securities;38490,44;45339,76;-6849,32;2016-07-07 00:00:00.000
23698;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-07 00:00:00.000
23699;7500;Commission income documentary business;203226,91;193856,91;9370;2016-07-07 00:00:00.000
23700;7600;Commission income payments;1401700,67;1401700,68;-0,01;2016-07-07 00:00:00.000
23701;7650;Other commission incomes;92046,04;92046,04;0;2016-07-07 00:00:00.000
23702;7700;Other operating income;79089,52;49029,14;30060,38;2016-07-07 00:00:00.000
23703;7850;Foreign exchange income;9272832,98999999;9272832,98999999;0;2016-07-07 00:00:00.000
23704;7870;Securities income;-101500;0;-101500;2016-07-07 00:00:00.000
23705;10;Cash box;-126,19;-126,19;0;2016-07-07 00:00:00.000
23706;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-07 00:00:00.000
23707;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-07 00:00:00.000
23708;2850;Accrued income;-730393,79;-730393,79;0;2016-07-07 00:00:00.000
23709;4110;Other liabilities;15321693,68;15336540,7;-14847,02;2016-07-07 00:00:00.000
23710;4200;Deferred income;94556,78;94556,78;0;2016-07-07 00:00:00.000
23711;4300;Provisions - taxes;0,02;0,02;0;2016-07-07 00:00:00.000
23712;4350;Provisions - other;425939,49;425939,49;0;2016-07-07 00:00:00.000
23713;5010;Interest payable banks;-8874027,82;-8881450,89;7423,07;2016-07-08 00:00:00.000
23714;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-08 00:00:00.000
23715;5500;Commission payable;-244100,6;-244100,6;0;2016-07-08 00:00:00.000
23716;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-08 00:00:00.000
23717;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-08 00:00:00.000
23718;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-08 00:00:00.000
23719;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-08 00:00:00.000
23720;6500;Room  maintenance costs and rental fees;-487617,72;-492866,21;5248,49;2016-07-08 00:00:00.000
23721;6600;Office operating costs;-136116,08;-151361,01;15244,93;2016-07-08 00:00:00.000
23722;6700;Administrative expenses;-471342,93;-471342,93;0;2016-07-08 00:00:00.000
23723;6870;Security expenses;0;-101500;101500;2016-07-08 00:00:00.000
23724;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-08 00:00:00.000
23725;6950;Other taxes;-57772,65;-57772,65;0;2016-07-08 00:00:00.000
23726;7010;Interest income banks;3186550,14;4280062,12;-1093511,98;2016-07-08 00:00:00.000
23727;7100;Interest income non-banks;6390647,39;6389810,11;837,28;2016-07-08 00:00:00.000
23728;7210;Interest income floating rate securities;38490,44;45750,71;-7260,27;2016-07-08 00:00:00.000
23729;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-08 00:00:00.000
23730;7500;Commission income documentary business;203227,47;193857,47;9370;2016-07-08 00:00:00.000
23731;7600;Commission income payments;1412033,25;1411996,97;36,28;2016-07-08 00:00:00.000
23732;7650;Other commission incomes;92046,04;92046,04;0;2016-07-08 00:00:00.000
23733;7700;Other operating income;79089,52;49029,14;30060,38;2016-07-08 00:00:00.000
23734;7850;Foreign exchange income;9436526,68;9436526,68;0;2016-07-08 00:00:00.000
23735;7870;Securities income;-101500;0;-101500;2016-07-08 00:00:00.000
23736;10;Cash box;-126,19;-126,19;0;2016-07-08 00:00:00.000
23737;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-08 00:00:00.000
23738;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-08 00:00:00.000
23739;2850;Accrued income;-730490,33;-730490,33;0;2016-07-08 00:00:00.000
23740;4110;Other liabilities;17759346,54;17774604,51;-15257,97;2016-07-08 00:00:00.000
23741;4200;Deferred income;94961,36;94961,36;0;2016-07-08 00:00:00.000
23742;4300;Provisions - taxes;0,02;0,02;0;2016-07-08 00:00:00.000
23743;4350;Provisions - other;425939,49;425939,49;0;2016-07-08 00:00:00.000
23744;5010;Interest payable banks;-8928173,19;-8935733,25;7560,06;2016-07-11 00:00:00.000
23745;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-11 00:00:00.000
23746;5500;Commission payable;-247769,04;-247769,04;0;2016-07-11 00:00:00.000
23747;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-11 00:00:00.000
23748;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-11 00:00:00.000
23749;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-11 00:00:00.000
23750;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-11 00:00:00.000
23751;6500;Room  maintenance costs and rental fees;-487617,72;-492866,21;5248,49;2016-07-11 00:00:00.000
23752;6600;Office operating costs;-136116,08;-151361,01;15244,93;2016-07-11 00:00:00.000
23753;6700;Administrative expenses;-471342,93;-471342,93;0;2016-07-11 00:00:00.000
23754;6870;Security expenses;0;-101500;101500;2016-07-11 00:00:00.000
23755;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-11 00:00:00.000
23756;6950;Other taxes;-57829,65;-57829,65;0;2016-07-11 00:00:00.000
23757;7010;Interest income banks;3226576,29;4326402,7;-1099826,41;2016-07-11 00:00:00.000
23758;7100;Interest income non-banks;6416079,56;6415242,28;837,28;2016-07-11 00:00:00.000
23759;7210;Interest income floating rate securities;38490,44;45887,7;-7397,26;2016-07-11 00:00:00.000
23760;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-11 00:00:00.000
23761;7500;Commission income documentary business;204227,11;204227,11;0;2016-07-11 00:00:00.000
23762;7600;Commission income payments;1422360,02;1422360,02;0;2016-07-11 00:00:00.000
23763;7650;Other commission incomes;92046,04;92046,04;0;2016-07-11 00:00:00.000
23764;7700;Other operating income;79164,52;49254,14;29910,38;2016-07-11 00:00:00.000
23765;7850;Foreign exchange income;9407241,74;9407241,73999999;0;2016-07-11 00:00:00.000
23766;7870;Securities income;-101500;0;-101500;2016-07-11 00:00:00.000
23767;10;Cash box;-126,19;-126,19;0;2016-07-11 00:00:00.000
23768;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-11 00:00:00.000
23769;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-11 00:00:00.000
23770;2850;Accrued income;-730445,89;-730445,89;0;2016-07-11 00:00:00.000
23771;4110;Other liabilities;13013223,7;13028618,66;-15394,96;2016-07-11 00:00:00.000
23772;4200;Deferred income;94775,1;94775,1;0;2016-07-11 00:00:00.000
23773;4300;Provisions - taxes;0,02;0,02;0;2016-07-11 00:00:00.000
23774;4350;Provisions - other;425939,49;425939,49;0;2016-07-11 00:00:00.000
23775;5010;Interest payable banks;-8984834,28;-8992531,33;7697,05;2016-07-12 00:00:00.000
23776;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-12 00:00:00.000
23777;5500;Commission payable;-250957,77;-250957,77;0;2016-07-12 00:00:00.000
23778;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-12 00:00:00.000
23779;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-12 00:00:00.000
23780;6150;Other personnel expenses;-84894,07;-106144,07;21250;2016-07-12 00:00:00.000
23781;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-12 00:00:00.000
23782;6500;Room  maintenance costs and rental fees;-487617,72;-492866,21;5248,49;2016-07-12 00:00:00.000
23783;6600;Office operating costs;-136116,08;-151361,01;15244,93;2016-07-12 00:00:00.000
23784;6700;Administrative expenses;-471783,67;-471783,67;0;2016-07-12 00:00:00.000
23785;6870;Security expenses;0;-101500;101500;2016-07-12 00:00:00.000
23786;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-12 00:00:00.000
23787;6950;Other taxes;-58436,05;-58436,05;0;2016-07-12 00:00:00.000
23788;7010;Interest income banks;3266039,64;4372028,08;-1105988,44;2016-07-12 00:00:00.000
23789;7100;Interest income non-banks;6441306,04;6440468,76;837,28;2016-07-12 00:00:00.000
23790;7210;Interest income floating rate securities;38490,44;46024,69;-7534,25;2016-07-12 00:00:00.000
23791;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-12 00:00:00.000
23792;7500;Commission income documentary business;204361,65;204361,65;0;2016-07-12 00:00:00.000
23793;7600;Commission income payments;1432052,76;1432052,76;0;2016-07-12 00:00:00.000
23794;7650;Other commission incomes;92046,04;92046,04;0;2016-07-12 00:00:00.000
23795;7700;Other operating income;61164,52;31254,14;29910,38;2016-07-12 00:00:00.000
23796;7850;Foreign exchange income;9433582,83000001;9433582,82999999;0;2016-07-12 00:00:00.000
23797;7870;Securities income;-101500;0;-101500;2016-07-12 00:00:00.000
23798;10;Cash box;-126,19;-126,19;0;2016-07-12 00:00:00.000
23799;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-12 00:00:00.000
23800;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-12 00:00:00.000
23801;2850;Accrued income;-730370,21;-730370,21;0;2016-07-12 00:00:00.000
23802;4110;Other liabilities;17659749,94;17675281,89;-15531,95;2016-07-12 00:00:00.000
23803;4200;Deferred income;73037,97;73037,97;0;2016-07-12 00:00:00.000
23804;4300;Provisions - taxes;0,02;0,02;0;2016-07-12 00:00:00.000
23805;4350;Provisions - other;425939,49;425939,49;0;2016-07-12 00:00:00.000
23806;5010;Interest payable banks;-9055267,74;-9063101,77;7834,03;2016-07-13 00:00:00.000
23807;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-13 00:00:00.000
23808;5500;Commission payable;-251424,32;-251424,32;0;2016-07-13 00:00:00.000
23809;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-13 00:00:00.000
23810;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-13 00:00:00.000
23811;6150;Other personnel expenses;-86458,07;-107708,07;21250;2016-07-13 00:00:00.000
23812;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-13 00:00:00.000
23813;6500;Room  maintenance costs and rental fees;-493372,22;-498620,71;5248,49;2016-07-13 00:00:00.000
23814;6600;Office operating costs;-136646,91;-151891,84;15244,93;2016-07-13 00:00:00.000
23815;6700;Administrative expenses;-476154,56;-476154,56;0;2016-07-13 00:00:00.000
23816;6870;Security expenses;0;-101500;101500;2016-07-13 00:00:00.000
23817;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-13 00:00:00.000
23818;6950;Other taxes;-60460,36;-60460,36;0;2016-07-13 00:00:00.000
23819;7010;Interest income banks;3311176,93;4423707,93;-1112531;2016-07-13 00:00:00.000
23820;7100;Interest income non-banks;6467740,89;6466489,34;1251,55;2016-07-13 00:00:00.000
23821;7210;Interest income floating rate securities;38490,44;46161,67;-7671,23;2016-07-13 00:00:00.000
23822;7300;Interest-related income;1434755,08;1434755,08;0;2016-07-13 00:00:00.000
23823;7500;Commission income documentary business;205005,64;205005,64;0;2016-07-13 00:00:00.000
23824;7600;Commission income payments;1442802,01;1442802,01;0;2016-07-13 00:00:00.000
23825;7650;Other commission incomes;104451,6;104451,6;0;2016-07-13 00:00:00.000
23826;7700;Other operating income;61164,52;31254,14;29910,38;2016-07-13 00:00:00.000
23827;7850;Foreign exchange income;9503727,93;9503727,93;0;2016-07-13 00:00:00.000
23828;7870;Securities income;-101500;0;-101500;2016-07-13 00:00:00.000
23829;10;Cash box;-126,19;-126,19;0;2016-07-13 00:00:00.000
23830;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-13 00:00:00.000
23831;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-13 00:00:00.000
23832;2850;Accrued income;-730395,36;-730395,36;0;2016-07-13 00:00:00.000
23833;4110;Other liabilities;16773352,35;16789021,28;-15668,93;2016-07-13 00:00:00.000
23834;4200;Deferred income;73143,38;73143,38;0;2016-07-13 00:00:00.000
23835;4300;Provisions - taxes;0,02;0,02;0;2016-07-13 00:00:00.000
23836;4350;Provisions - other;425939,49;425939,49;0;2016-07-13 00:00:00.000
23837;5010;Interest payable banks;-9125274,93;-9133245,95;7971,02;2016-07-14 00:00:00.000
23838;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-14 00:00:00.000
23839;5500;Commission payable;-254183,07;-254183,07;0;2016-07-14 00:00:00.000
23840;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-14 00:00:00.000
23841;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-14 00:00:00.000
23842;6150;Other personnel expenses;-87161,32;-108411,32;21250;2016-07-14 00:00:00.000
23843;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-14 00:00:00.000
23844;6500;Room  maintenance costs and rental fees;-494815,84;-500064,33;5248,49;2016-07-14 00:00:00.000
23845;6600;Office operating costs;-138799,84;-154262,48;15462,64;2016-07-14 00:00:00.000
23846;6700;Administrative expenses;-496329,22;-496329,22;0;2016-07-14 00:00:00.000
23847;6870;Security expenses;0;-101500;101500;2016-07-14 00:00:00.000
23848;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-14 00:00:00.000
23849;6950;Other taxes;-60973,19;-60973,19;0;2016-07-14 00:00:00.000
23850;7010;Interest income banks;3355052,27;4473816,24;-1118763,97;2016-07-14 00:00:00.000
23851;7100;Interest income non-banks;6493727,1;6492475,55;1251,55;2016-07-14 00:00:00.000
23852;7210;Interest income floating rate securities;38490,44;46298,66;-7808,22;2016-07-14 00:00:00.000
23853;7300;Interest-related income;1437284,75;1437284,75;0;2016-07-14 00:00:00.000
23854;7500;Commission income documentary business;205254,18;205004,18;250;2016-07-14 00:00:00.000
23855;7600;Commission income payments;1452500,58;1452482,59;17,99;2016-07-14 00:00:00.000
23856;7650;Other commission incomes;104419,23;104419,23;0;2016-07-14 00:00:00.000
23857;7700;Other operating income;61239,52;31254,14;29985,38;2016-07-14 00:00:00.000
23858;7850;Foreign exchange income;9728569,61000001;9728569,61;0;2016-07-14 00:00:00.000
23859;7870;Securities income;-101500;0;-101500;2016-07-14 00:00:00.000
23860;10;Cash box;-126,19;-126,19;0;2016-07-14 00:00:00.000
23861;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-14 00:00:00.000
23862;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-14 00:00:00.000
23863;2850;Accrued income;-711599,83;-711599,83;0;2016-07-14 00:00:00.000
23864;4110;Other liabilities;17764925,13;17780731,05;-15805,92;2016-07-14 00:00:00.000
23865;4200;Deferred income;70422,89;70422,89;0;2016-07-14 00:00:00.000
23866;4300;Provisions - taxes;0,02;0,02;0;2016-07-14 00:00:00.000
23867;4350;Provisions - other;425939,49;425939,49;0;2016-07-14 00:00:00.000
23868;5010;Interest payable banks;-9347060,7;-9355442,68;8381,98;2016-07-15 00:00:00.000
23869;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-15 00:00:00.000
23870;5500;Commission payable;-264153,73;-264153,73;0;2016-07-15 00:00:00.000
23871;6000;Wages and salaries;-2116975,25;-2386975,25;270000;2016-07-15 00:00:00.000
23872;6100;Social contributions;-168482,86;-239898,03;71415,17;2016-07-15 00:00:00.000
23873;6150;Other personnel expenses;-87298,42;-108548,42;21250;2016-07-15 00:00:00.000
23874;6400;Depreciation of intangible and tangible assets;-81120,31;-81120,31;0;2016-07-15 00:00:00.000
23875;6500;Room  maintenance costs and rental fees;-494815,84;-500064,33;5248,49;2016-07-15 00:00:00.000
23876;6600;Office operating costs;-139034,32;-154496,96;15462,64;2016-07-15 00:00:00.000
23877;6700;Administrative expenses;-496849,07;-496849,07;0;2016-07-15 00:00:00.000
23878;6870;Security expenses;0;-101500;101500;2016-07-15 00:00:00.000
23879;6900;Taxes on income and profit;-1974880,28;-1974880,28;0;2016-07-15 00:00:00.000
23880;6950;Other taxes;-61101;-61101;0;2016-07-15 00:00:00.000
23881;7010;Interest income banks;3496828,68;4634884,8;-1138056,12;2016-07-15 00:00:00.000
23882;7100;Interest income non-banks;6572358,08;6571106,53;1251,55;2016-07-15 00:00:00.000
23883;7210;Interest income floating rate securities;38490,44;46709,62;-8219,18;2016-07-15 00:00:00.000
23884;7300;Interest-related income;1437284,52;1437284,52;0;2016-07-15 00:00:00.000
23885;7500;Commission income documentary business;205620,78;205370,78;250;2016-07-15 00:00:00.000
23886;7600;Commission income payments;1463402,54;1463384,54;18;2016-07-15 00:00:00.000
23887;7650;Other commission incomes;104418,12;104418,12;0;2016-07-15 00:00:00.000
23888;7700;Other operating income;61239,52;31254,14;29985,38;2016-07-15 00:00:00.000
23889;7850;Foreign exchange income;9755324,99;9755324,99000001;0;2016-07-15 00:00:00.000
23890;7870;Securities income;-101500;0;-101500;2016-07-15 00:00:00.000
23891;10;Cash box;-126,19;-126,19;0;2016-07-15 00:00:00.000
23892;2500;Intangible assets;-133189,24;-133189,24;0;2016-07-15 00:00:00.000
23893;2600;Fixed assets;-186958,34;-186958,34;0;2016-07-15 00:00:00.000
23894;2850;Accrued income;-711598,26;-711598,26;0;2016-07-15 00:00:00.000
23895;4110;Other liabilities;16832699,03;16848915,91;-16216,88;2016-07-15 00:00:00.000
23896;4200;Deferred income;70416,55;70416,55;0;2016-07-15 00:00:00.000
23897;4300;Provisions - taxes;0,02;0,02;0;2016-07-15 00:00:00.000
23898;4350;Provisions - other;425939,49;425939,49;0;2016-07-15 00:00:00.000
23899;5010;Interest payable banks;-9429987,11;-9438506,07;8518,96;2016-07-18 00:00:00.000
23900;5100;Interest payable non-banks;-55208,34;-55208,34;0;2016-07-18 00:00:00.000
23901;5500;Commission payable;-264173,72;-264173,72;0;2016-07-18 00:00:00.000
