ID;GL_ITEM;GL_ITEM_NAME;BalanceInSQL;BalanceInPL;Difference;BalanceDate
8802;7600;Commission income payments;1760702,08;1760639,72;62,36;2014-09-24 00:00:00.000
8803;7650;Other commission incomes;12797,19;12797,19;0;2014-09-24 00:00:00.000
8804;7700;Other operating income;78897,56;78813,71;83,85;2014-09-24 00:00:00.000
8805;7850;Foreign exchange income;1588067,32;1588067,32;0;2014-09-24 00:00:00.000
8806;7870;Securities income;15960;15960;0;2014-09-24 00:00:00.000
8807;5010;Interest payable banks;-19883307,2;-19883306,81;-0,39;2014-09-25 00:00:00.000
8808;5100;Interest payable non-banks;-1190268,01;-1190268,01;0;2014-09-25 00:00:00.000
8809;5500;Commission payable;-964126,64;-964126,64;0;2014-09-25 00:00:00.000
8810;6000;Wages and salaries;-2327175,68;-2327175,68;0;2014-09-25 00:00:00.000
8811;6100;Social contributions;-293257,94;-293257,94;0;2014-09-25 00:00:00.000
8812;6150;Other personnel expenses;-77196,91;-77196,91;0;2014-09-25 00:00:00.000
8813;6400;Depreciation of intangible and tangible assets;-190912,48;-190912,48;0;2014-09-25 00:00:00.000
8814;6500;Room  maintenance costs and rental fees;-460706,92;-460706,92;0;2014-09-25 00:00:00.000
8815;6600;Office operating costs;-265069,78;-265069,78;0;2014-09-25 00:00:00.000
8816;6700;Administrative expenses;-461313,32;-461313,32;0;2014-09-25 00:00:00.000
8817;6870;Security expenses;0;0;0;2014-09-25 00:00:00.000
8818;6900;Taxes on income and profit;-2227808,94;-2227808,94;0;2014-09-25 00:00:00.000
8819;6950;Other taxes;-128515,09;-128515,09;0;2014-09-25 00:00:00.000
8820;7010;Interest income banks;27479125,63;27479504,85;-379,22;2014-09-25 00:00:00.000
8821;7100;Interest income non-banks;5682447,82;5682447,82;0;2014-09-25 00:00:00.000
8822;7210;Interest income floating rate securities;46062,13;46062,13;0;2014-09-25 00:00:00.000
8823;7300;Interest-related income;731443,62;731443,62;0;2014-09-25 00:00:00.000
8824;7500;Commission income documentary business;383449,66;383449,66;0;2014-09-25 00:00:00.000
8825;7600;Commission income payments;1773417,33;1773370,2;47,13;2014-09-25 00:00:00.000
8826;7650;Other commission incomes;12797,19;12797,19;0;2014-09-25 00:00:00.000
8827;7700;Other operating income;79064,89;79064,89;0;2014-09-25 00:00:00.000
8828;7850;Foreign exchange income;1549411,62;1549411,62;0;2014-09-25 00:00:00.000
8829;7870;Securities income;15960;15960;0;2014-09-25 00:00:00.000
8830;5010;Interest payable banks;-20112981,3;-20112980,91;-0,39;2014-09-26 00:00:00.000
8831;5100;Interest payable non-banks;-1210247,41;-1210247,41;0;2014-09-26 00:00:00.000
8832;5500;Commission payable;-964126,95;-964126,95;0;2014-09-26 00:00:00.000
8833;6000;Wages and salaries;-2327175,68;-2327175,68;0;2014-09-26 00:00:00.000
8834;6100;Social contributions;-293299,11;-293299,11;0;2014-09-26 00:00:00.000
8835;6150;Other personnel expenses;-77196,91;-77196,91;0;2014-09-26 00:00:00.000
8836;6400;Depreciation of intangible and tangible assets;-190912,48;-190912,48;0;2014-09-26 00:00:00.000
8837;6500;Room  maintenance costs and rental fees;-460706,92;-460706,92;0;2014-09-26 00:00:00.000
8838;6600;Office operating costs;-265069,78;-265069,78;0;2014-09-26 00:00:00.000
8839;6700;Administrative expenses;-461313,32;-461313,32;0;2014-09-26 00:00:00.000
8840;6870;Security expenses;0;0;0;2014-09-26 00:00:00.000
8841;6900;Taxes on income and profit;-2227808,94;-2227808,94;0;2014-09-26 00:00:00.000
8842;6950;Other taxes;-128515,09;-128515,09;0;2014-09-26 00:00:00.000
8843;7010;Interest income banks;28056292,64;28056672,28;-379,64;2014-09-26 00:00:00.000
8844;7100;Interest income non-banks;5725219,24;5725219,24;0;2014-09-26 00:00:00.000
8845;7210;Interest income floating rate securities;47000,97;47000,97;0;2014-09-26 00:00:00.000
8846;7300;Interest-related income;731545,81;731545,81;0;2014-09-26 00:00:00.000
8847;7500;Commission income documentary business;389130,89;389130,89;0;2014-09-26 00:00:00.000
8848;7600;Commission income payments;1787675,33;1787628,14;47,19;2014-09-26 00:00:00.000
8849;7650;Other commission incomes;12797,19;12797,19;0;2014-09-26 00:00:00.000
8850;7700;Other operating income;79188,83;79188,83;0;2014-09-26 00:00:00.000
8851;7850;Foreign exchange income;1673297,98;1673297,98;0;2014-09-26 00:00:00.000
8852;7870;Securities income;15960;15960;0;2014-09-26 00:00:00.000
8853;5010;Interest payable banks;-20187389,01;-20187388,62;-0,39;2014-09-29 00:00:00.000
8854;5100;Interest payable non-banks;-1216907,14;-1216907,14;0;2014-09-29 00:00:00.000
8855;5500;Commission payable;-964126,61;-964126,61;0;2014-09-29 00:00:00.000
8856;6000;Wages and salaries;-2327175,68;-2327175,68;0;2014-09-29 00:00:00.000
8857;6100;Social contributions;-293244,26;-293244,26;0;2014-09-29 00:00:00.000
8858;6150;Other personnel expenses;-77196,91;-77196,91;0;2014-09-29 00:00:00.000
8859;6400;Depreciation of intangible and tangible assets;-190912,48;-190912,48;0;2014-09-29 00:00:00.000
8860;6500;Room  maintenance costs and rental fees;-460706,92;-460706,92;0;2014-09-29 00:00:00.000
8861;6600;Office operating costs;-265069,78;-265069,78;0;2014-09-29 00:00:00.000
8862;6700;Administrative expenses;-461313,32;-461313,32;0;2014-09-29 00:00:00.000
8863;6870;Security expenses;0;0;0;2014-09-29 00:00:00.000
8864;6900;Taxes on income and profit;-2227808,94;-2227808,94;0;2014-09-29 00:00:00.000
8865;6950;Other taxes;-128515,09;-128515,09;0;2014-09-29 00:00:00.000
8866;7010;Interest income banks;28213231,97;28213611,73;-379,76;2014-09-29 00:00:00.000
8867;7100;Interest income non-banks;5739475,27;5739475,27;0;2014-09-29 00:00:00.000
8868;7210;Interest income floating rate securities;47313,93;47313,93;0;2014-09-29 00:00:00.000
8869;7300;Interest-related income;731575,06;731575,06;0;2014-09-29 00:00:00.000
8870;7500;Commission income documentary business;389475,8;389475,8;0;2014-09-29 00:00:00.000
8871;7600;Commission income payments;1806485,49;1806438,29;47,2;2014-09-29 00:00:00.000
8872;7650;Other commission incomes;12797,19;12797,19;0;2014-09-29 00:00:00.000
8873;7700;Other operating income;79263,26;79263,26;0;2014-09-29 00:00:00.000
8874;7850;Foreign exchange income;1474678,49;1474678,49;0;2014-09-29 00:00:00.000
8875;7870;Securities income;15960;15960;0;2014-09-29 00:00:00.000
8876;5010;Interest payable banks;-20281556,2;-20281555,8;-0,4;2014-09-30 00:00:00.000
8877;5100;Interest payable non-banks;-1223600,22;-1223600,22;0;2014-09-30 00:00:00.000
8878;5500;Commission payable;-986088,42;-986088,42;0;2014-09-30 00:00:00.000
8879;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-09-30 00:00:00.000
8880;6100;Social contributions;-293422,4;-293422,4;0;2014-09-30 00:00:00.000
8881;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-09-30 00:00:00.000
8882;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-09-30 00:00:00.000
8883;6500;Room  maintenance costs and rental fees;-463446,09;-463446,09;0;2014-09-30 00:00:00.000
8884;6600;Office operating costs;-268526,08;-268526,08;0;2014-09-30 00:00:00.000
8885;6700;Administrative expenses;-487781,79;-487781,79;0;2014-09-30 00:00:00.000
8886;6870;Security expenses;0;0;0;2014-09-30 00:00:00.000
8887;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-09-30 00:00:00.000
8888;6950;Other taxes;-131527,9;-131527,9;0;2014-09-30 00:00:00.000
8889;7010;Interest income banks;28508454,87;28508838,1;-383,23;2014-09-30 00:00:00.000
8890;7100;Interest income non-banks;5754922,11;5754922,11;0;2014-09-30 00:00:00.000
8891;7210;Interest income floating rate securities;47626,87;47626,87;0;2014-09-30 00:00:00.000
8892;7300;Interest-related income;732423,65;732423,65;0;2014-09-30 00:00:00.000
8893;7500;Commission income documentary business;390612,08;390612,08;0;2014-09-30 00:00:00.000
8894;7600;Commission income payments;1833670,71;1833670,71;0;2014-09-30 00:00:00.000
8895;7650;Other commission incomes;12797,19;12797,19;0;2014-09-30 00:00:00.000
8896;7700;Other operating income;81949,34;81949,34;0;2014-09-30 00:00:00.000
8897;7850;Foreign exchange income;1844338,4;1844338,4;0;2014-09-30 00:00:00.000
8898;7870;Securities income;15960;15960;0;2014-09-30 00:00:00.000
8899;5010;Interest payable banks;-20358949,6;-20358949,2;-0,4;2014-10-01 00:00:00.000
8900;5100;Interest payable non-banks;-1230266,64;-1230266,64;0;2014-10-01 00:00:00.000
8901;5500;Commission payable;-987517,94;-987517,94;0;2014-10-01 00:00:00.000
8902;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-01 00:00:00.000
8903;6100;Social contributions;-293422,4;-293422,4;0;2014-10-01 00:00:00.000
8904;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-01 00:00:00.000
8905;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-01 00:00:00.000
8906;6500;Room  maintenance costs and rental fees;-491450,35;-491450,35;0;2014-10-01 00:00:00.000
8907;6600;Office operating costs;-268526,08;-268526,08;0;2014-10-01 00:00:00.000
8908;6700;Administrative expenses;-487781,79;-487781,79;0;2014-10-01 00:00:00.000
8909;6870;Security expenses;0;0;0;2014-10-01 00:00:00.000
8910;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-01 00:00:00.000
8911;6950;Other taxes;-133377,31;-133377,31;0;2014-10-01 00:00:00.000
8912;7010;Interest income banks;28653131,9;28653514,58;-382,68;2014-10-01 00:00:00.000
8913;7100;Interest income non-banks;5768664,97;5768664,97;0;2014-10-01 00:00:00.000
8914;7210;Interest income floating rate securities;47939,82;47939,82;0;2014-10-01 00:00:00.000
8915;7300;Interest-related income;732423,65;732423,65;0;2014-10-01 00:00:00.000
8916;7500;Commission income documentary business;391594,91;391594,91;0;2014-10-01 00:00:00.000
8917;7600;Commission income payments;1835035,71;1835035,71;0;2014-10-01 00:00:00.000
8918;7650;Other commission incomes;12797,19;12797,19;0;2014-10-01 00:00:00.000
8919;7700;Other operating income;84651,75;84651,75;0;2014-10-01 00:00:00.000
8920;7850;Foreign exchange income;1728532,48999999;1728532,49;0;2014-10-01 00:00:00.000
8921;7870;Securities income;15960;15960;0;2014-10-01 00:00:00.000
8922;5010;Interest payable banks;-20435791,49;-20435791,1;-0,39;2014-10-02 00:00:00.000
8923;5100;Interest payable non-banks;-1236933,08;-1236933,08;0;2014-10-02 00:00:00.000
8924;5500;Commission payable;-987765,57;-987765,57;0;2014-10-02 00:00:00.000
8925;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-02 00:00:00.000
8926;6100;Social contributions;-293422,4;-293422,4;0;2014-10-02 00:00:00.000
8927;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-02 00:00:00.000
8928;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-02 00:00:00.000
8929;6500;Room  maintenance costs and rental fees;-492325,11;-492325,11;0;2014-10-02 00:00:00.000
8930;6600;Office operating costs;-268976,73;-268976,73;0;2014-10-02 00:00:00.000
8931;6700;Administrative expenses;-714688,09;-714688,09;0;2014-10-02 00:00:00.000
8932;6870;Security expenses;0;0;0;2014-10-02 00:00:00.000
8933;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-02 00:00:00.000
8934;6950;Other taxes;-133629,13;-133629,13;0;2014-10-02 00:00:00.000
8935;7010;Interest income banks;28813070,8;28813452;-381,2;2014-10-02 00:00:00.000
8936;7100;Interest income non-banks;5782370,57;5782370,57;0;2014-10-02 00:00:00.000
8937;7210;Interest income floating rate securities;48252,76;48252,76;0;2014-10-02 00:00:00.000
8938;7300;Interest-related income;732423,65;732423,65;0;2014-10-02 00:00:00.000
8939;7500;Commission income documentary business;399374,34;391714,23;7660,11;2014-10-02 00:00:00.000
8940;7600;Commission income payments;1835400,71;1835400,71;0;2014-10-02 00:00:00.000
8941;7650;Other commission incomes;13400,29;13400,29;0;2014-10-02 00:00:00.000
8942;7700;Other operating income;88226,7;88068,76;157,94;2014-10-02 00:00:00.000
8943;7850;Foreign exchange income;1700966,3;1700966,3;0;2014-10-02 00:00:00.000
8944;7870;Securities income;15960;15960;0;2014-10-02 00:00:00.000
8945;5010;Interest payable banks;-20667432,45;-20667432,05;-0,4;2014-10-03 00:00:00.000
8946;5100;Interest payable non-banks;-1256932,48;-1256932,48;0;2014-10-03 00:00:00.000
8947;5500;Commission payable;-987781,86;-987781,86;0;2014-10-03 00:00:00.000
8948;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-03 00:00:00.000
8949;6100;Social contributions;-293422,4;-293422,4;0;2014-10-03 00:00:00.000
8950;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-03 00:00:00.000
8951;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-03 00:00:00.000
8952;6500;Room  maintenance costs and rental fees;-492325,11;-492325,11;0;2014-10-03 00:00:00.000
8953;6600;Office operating costs;-268976,73;-268976,73;0;2014-10-03 00:00:00.000
8954;6700;Administrative expenses;-714688,09;-714688,09;0;2014-10-03 00:00:00.000
8955;6870;Security expenses;0;0;0;2014-10-03 00:00:00.000
8956;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-03 00:00:00.000
8957;6950;Other taxes;-133629,13;-133629,13;0;2014-10-03 00:00:00.000
8958;7010;Interest income banks;29252617,08;29253002,05;-384,97;2014-10-03 00:00:00.000
8959;7100;Interest income non-banks;5823725,52;5823725,52;0;2014-10-03 00:00:00.000
8960;7210;Interest income floating rate securities;49191,61;49191,61;0;2014-10-03 00:00:00.000
8961;7300;Interest-related income;732423,65;732423,65;0;2014-10-03 00:00:00.000
8962;7500;Commission income documentary business;399572,49;391836,62;7735,87;2014-10-03 00:00:00.000
8963;7600;Commission income payments;1835545,71;1835545,71;0;2014-10-03 00:00:00.000
8964;7650;Other commission incomes;13400,29;13400,29;0;2014-10-03 00:00:00.000
8965;7700;Other operating income;88229,04;88069,54;159,5;2014-10-03 00:00:00.000
8966;7850;Foreign exchange income;1845386,92;1845386,92;0;2014-10-03 00:00:00.000
8967;7870;Securities income;15960;15960;0;2014-10-03 00:00:00.000
8968;5010;Interest payable banks;-20743597,81;-20743597,41;-0,4;2014-10-06 00:00:00.000
8969;5100;Interest payable non-banks;-1263598,95;-1263598,95;0;2014-10-06 00:00:00.000
8970;5500;Commission payable;-987808,14;-987808,14;0;2014-10-06 00:00:00.000
8971;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-06 00:00:00.000
8972;6100;Social contributions;-293422,4;-293422,4;0;2014-10-06 00:00:00.000
8973;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-06 00:00:00.000
8974;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-06 00:00:00.000
8975;6500;Room  maintenance costs and rental fees;-498666,58;-498666,58;0;2014-10-06 00:00:00.000
8976;6600;Office operating costs;-270116,73;-270116,73;0;2014-10-06 00:00:00.000
8977;6700;Administrative expenses;-714688,09;-714688,09;0;2014-10-06 00:00:00.000
8978;6870;Security expenses;0;0;0;2014-10-06 00:00:00.000
8979;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-06 00:00:00.000
8980;6950;Other taxes;-133951,39;-133951,39;0;2014-10-06 00:00:00.000
8981;7010;Interest income banks;29396990,53;29397375,01;-384,48;2014-10-06 00:00:00.000
8982;7100;Interest income non-banks;5837454,15;5837454,15;0;2014-10-06 00:00:00.000
8983;7210;Interest income floating rate securities;49504,56;49504,56;0;2014-10-06 00:00:00.000
8984;7300;Interest-related income;732423,65;732423,65;0;2014-10-06 00:00:00.000
8985;7500;Commission income documentary business;399562,31;399562,31;0;2014-10-06 00:00:00.000
8986;7600;Commission income payments;1835728,59;1835728,59;0;2014-10-06 00:00:00.000
8987;7650;Other commission incomes;13400,29;13400,29;0;2014-10-06 00:00:00.000
8988;7700;Other operating income;90390,68;90390,68;0;2014-10-06 00:00:00.000
8989;7850;Foreign exchange income;1722435,64;1722435,64;0;2014-10-06 00:00:00.000
8990;7870;Securities income;15960;15960;0;2014-10-06 00:00:00.000
8991;5010;Interest payable banks;-20818451,57;-20818451,17;-0,4;2014-10-07 00:00:00.000
8992;5100;Interest payable non-banks;-1270265,41;-1270265,41;0;2014-10-07 00:00:00.000
8993;5500;Commission payable;-987836;-987836;0;2014-10-07 00:00:00.000
8994;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-07 00:00:00.000
8995;6100;Social contributions;-293422,4;-293422,4;0;2014-10-07 00:00:00.000
8996;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-07 00:00:00.000
8997;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-07 00:00:00.000
8998;6500;Room  maintenance costs and rental fees;-500166,78;-500166,78;0;2014-10-07 00:00:00.000
8999;6600;Office operating costs;-270487,18;-270487,18;0;2014-10-07 00:00:00.000
9000;6700;Administrative expenses;-715719,69;-715719,69;0;2014-10-07 00:00:00.000
9001;6870;Security expenses;0;0;0;2014-10-07 00:00:00.000
9002;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-07 00:00:00.000
9003;6950;Other taxes;-134350,83;-134350,83;0;2014-10-07 00:00:00.000
9004;7010;Interest income banks;29537614,22;29537996,85;-382,63;2014-10-07 00:00:00.000
9005;7100;Interest income non-banks;5851074,85;5851074,85;0;2014-10-07 00:00:00.000
9006;7210;Interest income floating rate securities;49817,5;49817,5;0;2014-10-07 00:00:00.000
9007;7300;Interest-related income;732423,65;732423,65;0;2014-10-07 00:00:00.000
9008;7500;Commission income documentary business;399643,78;399643,78;0;2014-10-07 00:00:00.000
9009;7600;Commission income payments;1837335,45;1837335,45;0;2014-10-07 00:00:00.000
9010;7650;Other commission incomes;13400,29;13400,29;0;2014-10-07 00:00:00.000
9011;7700;Other operating income;90468,79;90468,79;0;2014-10-07 00:00:00.000
9012;7850;Foreign exchange income;1848467,82999999;1848467,83;0;2014-10-07 00:00:00.000
9013;7870;Securities income;15960;15960;0;2014-10-07 00:00:00.000
9014;5010;Interest payable banks;-20892561,59;-20892561,2;-0,39;2014-10-08 00:00:00.000
9015;5100;Interest payable non-banks;-1276931,88;-1276931,88;0;2014-10-08 00:00:00.000
9016;5500;Commission payable;-987863,5;-987863,5;0;2014-10-08 00:00:00.000
9017;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-08 00:00:00.000
9018;6100;Social contributions;-293422,4;-293422,4;0;2014-10-08 00:00:00.000
9019;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-08 00:00:00.000
9020;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-08 00:00:00.000
9021;6500;Room  maintenance costs and rental fees;-500147,63;-500147,63;0;2014-10-08 00:00:00.000
9022;6600;Office operating costs;-270487,18;-270487,18;0;2014-10-08 00:00:00.000
9023;6700;Administrative expenses;-715719,69;-715719,69;0;2014-10-08 00:00:00.000
9024;6870;Security expenses;0;0;0;2014-10-08 00:00:00.000
9025;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-08 00:00:00.000
9026;6950;Other taxes;-134350,83;-134350,83;0;2014-10-08 00:00:00.000
9027;7010;Interest income banks;29680073,92;29680454,95;-381,03;2014-10-08 00:00:00.000
9028;7100;Interest income non-banks;5864678,7;5864678,7;0;2014-10-08 00:00:00.000
9029;7210;Interest income floating rate securities;50130,46;50130,46;0;2014-10-08 00:00:00.000
9030;7300;Interest-related income;732423,65;732423,65;0;2014-10-08 00:00:00.000
9031;7500;Commission income documentary business;400065,37;400065,37;0;2014-10-08 00:00:00.000
9032;7600;Commission income payments;1843345,42;1843329,63;15,79;2014-10-08 00:00:00.000
9033;7650;Other commission incomes;13400,29;13400,29;0;2014-10-08 00:00:00.000
9034;7700;Other operating income;90467,46;90467,46;0;2014-10-08 00:00:00.000
9035;7850;Foreign exchange income;1560329,29;1560329,29;0;2014-10-08 00:00:00.000
9036;7870;Securities income;15960;15960;0;2014-10-08 00:00:00.000
9037;5010;Interest payable banks;-20965579,09;-20965578,7;-0,39;2014-10-09 00:00:00.000
9038;5100;Interest payable non-banks;-1283598,32;-1283598,32;0;2014-10-09 00:00:00.000
9039;5500;Commission payable;-993373,95;-993373,95;0;2014-10-09 00:00:00.000
9040;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-09 00:00:00.000
9041;6100;Social contributions;-293422,4;-293422,4;0;2014-10-09 00:00:00.000
9042;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-09 00:00:00.000
9043;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-09 00:00:00.000
9044;6500;Room  maintenance costs and rental fees;-504515,66;-504515,66;0;2014-10-09 00:00:00.000
9045;6600;Office operating costs;-270487,18;-270487,18;0;2014-10-09 00:00:00.000
9046;6700;Administrative expenses;-715747,67;-715747,67;0;2014-10-09 00:00:00.000
9047;6870;Security expenses;0;0;0;2014-10-09 00:00:00.000
9048;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-09 00:00:00.000
9049;6950;Other taxes;-134356,15;-134356,15;0;2014-10-09 00:00:00.000
9050;7010;Interest income banks;29818647,73;29819026,83;-379,1;2014-10-09 00:00:00.000
9051;7100;Interest income non-banks;5878220,95;5878220,95;0;2014-10-09 00:00:00.000
9052;7210;Interest income floating rate securities;50443,41;50443,41;0;2014-10-09 00:00:00.000
9053;7300;Interest-related income;732423,65;732423,65;0;2014-10-09 00:00:00.000
9054;7500;Commission income documentary business;403949,08;399760,71;4188,37;2014-10-09 00:00:00.000
9055;7600;Commission income payments;1851850,98;1851835,26;15,72;2014-10-09 00:00:00.000
9056;7650;Other commission incomes;13400,29;13400,29;0;2014-10-09 00:00:00.000
9057;7700;Other operating income;90782,53;90540,87;241,66;2014-10-09 00:00:00.000
9058;7850;Foreign exchange income;1939846,56;1939846,56;0;2014-10-09 00:00:00.000
9059;7870;Securities income;15960;15960;0;2014-10-09 00:00:00.000
9060;5010;Interest payable banks;-21235165,51;-21235165,11;-0,4;2014-10-10 00:00:00.000
9061;5100;Interest payable non-banks;-1303597,7;-1303597,7;0;2014-10-10 00:00:00.000
9062;5500;Commission payable;-993376,92;-993376,92;0;2014-10-10 00:00:00.000
9063;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-10 00:00:00.000
9064;6100;Social contributions;-293422,4;-293422,4;0;2014-10-10 00:00:00.000
9065;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-10 00:00:00.000
9066;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-10 00:00:00.000
9067;6500;Room  maintenance costs and rental fees;-504994,53;-504994,53;0;2014-10-10 00:00:00.000
9068;6600;Office operating costs;-270487,18;-270487,18;0;2014-10-10 00:00:00.000
9069;6700;Administrative expenses;-715747,67;-715747,67;0;2014-10-10 00:00:00.000
9070;6870;Security expenses;0;0;0;2014-10-10 00:00:00.000
9071;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-10 00:00:00.000
9072;6950;Other taxes;-134401,71;-134401,71;0;2014-10-10 00:00:00.000
9073;7010;Interest income banks;30256986,52;30257368,64;-382,12;2014-10-10 00:00:00.000
9074;7100;Interest income non-banks;5919591,37;5919591,37;0;2014-10-10 00:00:00.000
9075;7210;Interest income floating rate securities;51382,26;51382,26;0;2014-10-10 00:00:00.000
9076;7300;Interest-related income;732423,65;732423,65;0;2014-10-10 00:00:00.000
9077;7500;Commission income documentary business;405528,49;405013,97;514,52;2014-10-10 00:00:00.000
9078;7600;Commission income payments;1861765,39;1861765,39;0;2014-10-10 00:00:00.000
9079;7650;Other commission incomes;13400,29;13400,29;0;2014-10-10 00:00:00.000
9080;7700;Other operating income;90886,92;90728,6;158,32;2014-10-10 00:00:00.000
9081;7850;Foreign exchange income;1939342,91;1939342,91;0;2014-10-10 00:00:00.000
9082;7870;Securities income;15960;15960;0;2014-10-10 00:00:00.000
9083;5010;Interest payable banks;-21305492,13;-21305491,74;-0,39;2014-10-13 00:00:00.000
9084;5100;Interest payable non-banks;-1310264,18;-1310264,18;0;2014-10-13 00:00:00.000
9085;5500;Commission payable;-993503,88;-993503,88;0;2014-10-13 00:00:00.000
9086;6000;Wages and salaries;-2335522,05;-2335522,05;0;2014-10-13 00:00:00.000
9087;6100;Social contributions;-293422,4;-293422,4;0;2014-10-13 00:00:00.000
9088;6150;Other personnel expenses;-80490,91;-80490,91;0;2014-10-13 00:00:00.000
9089;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-13 00:00:00.000
9090;6500;Room  maintenance costs and rental fees;-504976,51;-504976,51;0;2014-10-13 00:00:00.000
9091;6600;Office operating costs;-270487,18;-270487,18;0;2014-10-13 00:00:00.000
9092;6700;Administrative expenses;-715747,67;-715747,67;0;2014-10-13 00:00:00.000
9093;6870;Security expenses;0;0;0;2014-10-13 00:00:00.000
9094;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-13 00:00:00.000
9095;6950;Other taxes;-134401,71;-134401,71;0;2014-10-13 00:00:00.000
9096;7010;Interest income banks;30392862,84;30393243,44;-380,6;2014-10-13 00:00:00.000
9097;7100;Interest income non-banks;5933089,87;5933089,87;0;2014-10-13 00:00:00.000
9098;7210;Interest income floating rate securities;51695,2;51695,2;0;2014-10-13 00:00:00.000
9099;7300;Interest-related income;732423,65;732423,65;0;2014-10-13 00:00:00.000
9100;7500;Commission income documentary business;406399,11;406399,11;0;2014-10-13 00:00:00.000
9101;7600;Commission income payments;1875829,55;1875798,01;31,54;2014-10-13 00:00:00.000
9102;7650;Other commission incomes;13400,29;13400,29;0;2014-10-13 00:00:00.000
9103;7700;Other operating income;91117,47;91117,47;0;2014-10-13 00:00:00.000
9104;7850;Foreign exchange income;1927412,71000001;1927412,71;0;2014-10-13 00:00:00.000
9105;7870;Securities income;15960;15960;0;2014-10-13 00:00:00.000
9106;5010;Interest payable banks;-21381690,03;-21381689,63;-0,4;2014-10-14 00:00:00.000
9107;5100;Interest payable non-banks;-1316930,71;-1316930,71;0;2014-10-14 00:00:00.000
9108;5500;Commission payable;-996238,88;-996238,88;0;2014-10-14 00:00:00.000
9109;6000;Wages and salaries;-2602478,57;-2602478,57;0;2014-10-14 00:00:00.000
9110;6100;Social contributions;-322328,42;-322328,42;0;2014-10-14 00:00:00.000
9111;6150;Other personnel expenses;-84138,58;-84138,58;0;2014-10-14 00:00:00.000
9112;6400;Depreciation of intangible and tangible assets;-237162,54;-237162,54;0;2014-10-14 00:00:00.000
9113;6500;Room  maintenance costs and rental fees;-504887,3;-504887,3;0;2014-10-14 00:00:00.000
9114;6600;Office operating costs;-270594,03;-270594,03;0;2014-10-14 00:00:00.000
9115;6700;Administrative expenses;-716710,23;-716710,23;0;2014-10-14 00:00:00.000
9116;6870;Security expenses;0;0;0;2014-10-14 00:00:00.000
9117;6900;Taxes on income and profit;-1832882,66;-1832882,66;0;2014-10-14 00:00:00.000
9118;6950;Other taxes;-135031,66;-135031,66;0;2014-10-14 00:00:00.000
9119;7010;Interest income banks;30546221,86;30546603,37;-381,51;2014-10-14 00:00:00.000
9120;7100;Interest income non-banks;5946901,51;5946901,51;0;2014-10-14 00:00:00.000
9121;7210;Interest income floating rate securities;52008,15;52008,15;0;2014-10-14 00:00:00.000
9122;7300;Interest-related income;734646,03;734646,03;0;2014-10-14 00:00:00.000
9123;7500;Commission income documentary business;408553,78;408553,78;0;2014-10-14 00:00:00.000
9124;7600;Commission income payments;1883963,34;1883931,73;31,61;2014-10-14 00:00:00.000
