ID;LineNr;CCB_Category;Blank1;AccountingCode;Source_account;Eight_digit_Number;Account_name;Level_3_Account_Code_COA_natural_account_code;Level_3_Account_Name;Account_change_status;PBC_No;blank;Amount_In_Management_Statement
5707;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11011;11011503;柜员现金 Cash of tellers;100101;柜员现金 Cash of tellers;NULL;NULL;NULL;0
5708;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11014;11014556;自助设备现金 Cash in ATM;100111;自助设备现金 Cash in ATM;131030新增 Added;NULL;NULL;0
5709;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11012;11012504;金库现金 Cash in coffer;100121;金库现金 Cash in coffer;NULL;NULL;NULL;0
5710;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11010;11010502;经费现金 Petty cash;100201;经费现金 Petty cash;NULL;NULL;NULL;462,98
5711;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11013;11013505;运送中现金 Cash in transit;100301;运送中现金 Cash in transit;NULL;NULL;NULL;0
5712;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11310;11310700;存中央银行存款 Deposit in Central Bank;100601;存中央银行存款 Deposit in Central Bank;NULL;1,2;NULL;1832535059
5713;01;现金及存放中央银行款项 Cash and deposit in Central Bank;NULL;NULL;11310;11310701;存放央行定期存款 Time deposit in centralbank;100661;存放央行定期存款 Time deposit in Central Bank;1512新增 Added;1,2;NULL;0
5714;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12003;12003500;存出保证金 Margin deposit;101061;存出保证金 Margin deposit;NULL;4;NULL;0
5715;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12003;12003797;存出期货业务保证金 Margin Deposit - Futures Trading;101062;存出期货业务保证金 Margin deposit- Future business;1512新增 Added;4;NULL;0
5716;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;15413;15413700;存放集团内清算款项 Nostro account- Inter group;101063;存放集团内清算款项 Nostro account- Inter group;1112新增 Added;4;NULL;2437,83
5717;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12005;12005700;存放境外同业清算款项 Nostro account- Overseas;101064;存放境外同业清算款项 Nostro account- Overseas;1111新增 Added;4;NULL;0
5718;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;15500;15500249;子公司自身集团内定期存款 TIME DEPOSITS  WITH INTER SUBSIDARY;101065;存放子公司自身集团内定期款项 Fixed account - Inter subsidiary;1512新增 Added;4;NULL;0
5719;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;15500;15500214;子公司自身集团内存放 Amount due from inter subsidiary;101066;存放子公司自身集团内款项 Nostro account- Inter subsidiary;131030新增 Added ;4;NULL;0
5720;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12001;12001700;存放同业清算款项 Nostro account;101067;存放同业清算款项 Nostro account;NULL;4;NULL;1146714,33
5721;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12006;12006701;存放同业定期款项-资本投资（多伦多）Time deposit interbank- Capital investment (Toronto);101161;存放同业限制性存款-资本等价存款 Restricted deposit in other banks- Capital equivalency deposit ;1406新增 Added ;4;NULL;0
5722;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12002;12002000;存放同业储蓄款项 Cash at bank;101403;存放境外银行活期款项 Current deposit- Overseas;NULL;4;NULL;0
5723;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12004;12004701;存放同业定期款项 Time deposit interbank;101503;存放境外银行定期款项 Time deposit- Overseas;NULL;4;NULL;0
5724;02;存放同业款项 Deposits with banks and non-bank financial institutions;NULL;NULL;12020;12020000;存放同业坏账准备 Provision for bad deposit with bank and non- Bank financial institutions;101901;存放同业坏账准备 Provision for bad deposit with bank and non- Bank financial institutions;1111新增 Added;NULL;NULL;0
5725;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15402;15402214;集团内银行机构往来账户透支款项 Overdraft Current account- inter-group (bank);103061;集团内银行机构往来账户透支款项 Overdraft- Current account of bank- Inter group bank;1512新增 Added;4,1;NULL;0
5726;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12420;12420190;银行客户银团定期贷款 Syndicated fixed term loan- Bank;103062;银行客户银团定期贷款 Syndicated fixed term loan- Bank;NULL;4,1;NULL;0
5727;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12426;12426192;银行客户银团循环贷款 Syndicated revolving loan- Bank;103064;银行客户银团循环贷款 Syndicated revolving loan- Bank;NULL;4,1;NULL;0
5728;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12430;12430193;银行客户双边定期贷款 Overdue- Bil FT ln- Bank;103065;银行客户双边定期贷款 Overdue- Bil FT ln- Bank;NULL;4,1;NULL;0
5729;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12462;12462194;银行客户双边循环贷款 Bilateral revolving loan- Bank;103069;银行客户双边循环贷款 Bilateral revolving loan- Bank;NULL;4,1;NULL;0
5730;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15405;15405171;集团内双边定期贷款（银行） bilaterall fixed term loan to inter-group（bank）;103070;集团内银行双边定期贷款 Bilateral fixed term loan- Inter group bank;1512新增 Added;4,1;NULL;33159163,99
5731;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15408;15408174;集团内双边循环贷款（银行） bilaterall Revolving loan to inter-group(bank);103072;集团内银行双边循环贷款 Bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5732;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15408;15408172;集团内无承诺双边循环贷款（银行） Uncommitted bilaterall Revolving loan to inter-group(bank);103074;集团内银行非承诺性双边循环贷款 Uncommitted bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5733;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12406;12406221;银行储蓄账户透支 Overdraft- Savings account- Bank;103075;银行储蓄账户透支 Overdraft- Savings account- Bank;121205修改 Revised ;4,1;NULL;0
5734;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12401;12401720;拆放银行 Placements with banks;103076;拆放银行 Placements with banks;121205修改 Revised ;4,1;NULL;213442300,82
5735;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12402;12402718;隔夜拆放银行 Placements with banks- Overnight;103077;隔夜拆放银行 Placements with banks- Overnight;121205修改 Revised ;4,1;NULL;0
5736;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15401;15401724;拆放集团内款项（银行） Placements with inter-group(bank) ;103078;拆放集团内银行机构款项 Placements with banks- Inter group bank;1512新增 Added;4,1;NULL;0
5737;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12463;12463302;银行保证项下信用证议付贷款 Export letter of credit negotiation under letter of guarantee- Bank;103079;银行客户保证项下信用证议付贷款 Export L/C negotiation under letter of guarantee- Bank;1112新增 Added;NULL;NULL;0
5738;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12466;12466303;银行海外代付 Refinancing- Bank                                             ;103080;银行客户海外代付 Refinancing- Bank;1112新增 Added;NULL;NULL;0
5739;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12469;12469305;银行福费廷 Forfaiting- Bank;103081;银行客户福费廷 Forfaiting- Bank;1112新增 Added;NULL;NULL;0
5740;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12472;12472306;银行出口议付款项 Outward- Bills purchased/negotiation under letter of credit- Bank;103082;银行客户出口议付 Outward bills purchased/negotiation under L/C- Bank;1112新增 Added;NULL;NULL;0
5741;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12475;12475308;银行信用证项下汇票贴现 Outward- Bills discounted loan under letter of credit- Bank;103083;银行客户信用证项下承兑汇票贴现 Outward bills acceptance discounted loan under L/C- Bank;1112新增 Added;NULL;NULL;0
5742;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12479;12479365;出口信用证项下承兑应计贷款- 银行 Outward bills acceptance accrual loan under L/C- Bank;103084;银行客户出口信用证项下承兑应计贷款 Outward bills acceptance accrual loan under L/C- Bank;120904新增 Added;NULL;NULL;0
5743;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12482;12482367;信用证下换币无追索权贴现- 银行 Outward- Bills acc disc (L/C ZFB)- Bank;103085;银行客户信用证下换币无追索权贴现 Outward bills acc disc (L/C ZFB) - Bank;130523新增 Added ;4,1;NULL;0
5744;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12478;12478308;银行信用证项下汇票贴现折溢价 Premium/(Discount)- Outward bills  under letter of credit- Bank ;103086;银行客户信用证项下承兑汇票贴现折溢价 Premium/Discount- Outward bills acceptance discounted loan under L/C- Bank;1112新增 Added;NULL;NULL;0
5745;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12422;12422190;银行客户银团定期贷款折溢价 Prem/Disc- Syndicated FT ln- Bank;103087;银行客户银团定期贷款折溢价 Prem/Disc- Syndicated FT ln- Bank;NULL;4,1;NULL;0
5746;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12434;12434192;银行客户银团循环贷款折溢价 Prem/Disc- Syndicated RV ln- Bank;103088;银行客户银团循环贷款折溢价 Prem/Disc- Syndicated RV ln- Bank;NULL;4,1;NULL;0
5747;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12435;12435193;银行客户双边定期贷款折溢价 Prem/Disc- Bilateral FT ln- Bank;103089;银行客户双边定期贷款折溢价 Prem/Disc- Bilateral FT ln- Bank;NULL;4,1;NULL;0
5748;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12436;12436194;银行客户双边循环贷款折溢价 Prem/Disc- Bilateral RV ln- Bank;103090;银行客户双边循环贷款折溢价 Prem/Disc- Bilateral RV ln- Bank;NULL;4,1;NULL;0
5749;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;12486;12486303;海外代付折溢价-银行 Premium/Discount - Refinancing - Bank;103091;银行客户海外代付递延利息收入 Deferred interest income - Refinancing - Bank;1512新增 Added;NULL;NULL;0
5750;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12485;12485367;信用证下换币无追索权贴现折溢价- 银行 Prem/Disc- Outward bills acc disc (L/C ZFB)- Bank;103092;银行客户信用证下换币无追索权贴现折溢价 Premium/Discount- Outward bills acc disc (L/C ZFB) - Bank;130523新增 Added ;4,1;NULL;0
5751;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15411;15411171;集团内双边定期贷款折溢价（银行） Prem/Disc -Fixed term loan to inter-group (bank);103093;集团内银行双边定期贷款折溢价 Premium/Discount- Bilateral fixed term loan- Inter group bank;1512新增 Added;4,1;NULL;0
5752;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15412;15412172;集团内双边循环贷款折溢价 Prem/Disc- Bilateral revolving loan to inter-group;103094;集团内银行非承诺性双边循环贷款折溢价 Premium/Discount- Uncommitted bilateral revolving loan- Inter group bank;NULL;4,1;NULL;0
5753;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15412;15412174;集团内双边循环贷款折溢价（银行） Prem/Disc -bilaterall Revolving loan to inter-group（bank）;103095;集团内银行双边循环贷款折溢价 Premium/Discount- Bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5754;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12409;12409725;其他同业拆放 Call loan （TK）;103099;其他同业拆放（TK）Other call loan (TK);121205修改 Revised;4,1;NULL;0
5755;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12405;12405211;银行往来账户透支 Overdraft- Current account- Bank;103122;境外银行协议透支 Authorised overdraft- Off shore bank;121205修改 Revised ;4,1;NULL;0
5756;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15402;15402234;集团内往来账户透支款项 Overdraft- Current account Overdraft- Current account- Intergroup;103161;集团内非银行机构往来账户透支款项 Overdraft- Current account of non-bank institution- Inter group;NULL;4,1;NULL;0
5757;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12407;12407211;非银行金融机构往来账户透支 Overdraft- Current account- Non Bank;103162;非银行金融机构协议透支款项 Authorised overdraft- Non-bank financial institution;121205修改 Revised ;4,1;NULL;0
5758;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12432;12432195;非银行金融机构双边定期贷款 Bilateral fixed term loan- Non-bank financial institutions;103165;非银行金融机构双边定期贷款 Bilateral fixed term loan- Non-bank financial institutions;NULL;4,1;NULL;3268572,72
5759;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15405;15405170;集团内双边定期贷款 Bil fixed term loan to inter-group;103167;集团内非银行双边定期贷款 Overdue- Non-bank bilateral fixed term loan- Inter group;NULL;4,1;NULL;0
5760;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15408;15408175;集团内双边循环贷款 Bilateral revolving loan to inter-group;103169;集团内非银行双边循环贷款 Non-bank bilateral revolving loan- Inter group;NULL;4,1;NULL;0
5761;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15408;15408173;集团内无承诺双边循环贷款（非银行） Uncommitted Bil Revolving loan to inter-group(NB);103171;集团内非银行非承诺性双边循环贷款 Non-bank uncommitted bilateral revolving loan- Inter group;1512新增 Added;4,1;NULL;0
5762;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12403;12403720;拆放非银行金融机构 Placements with other financial institutions;103172;拆放非银行金融机构 Placements with other financial institutions;121205修改 Revised ;4,1;NULL;0
5763;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12404;12404718;隔夜拆放非银行金融机构 Placements with other financial institutions Placements with other financial institutions- Overnight;103173;隔夜拆放非银行金融机构 Placements with other financial institutions Placements with other financial institutions- Overnight;121205修改 Revised ;4,1;NULL;0
5764;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15401;15401723;拆放集团内款项 Placements with inter-group;103174;拆放集团内非银行机构款项 Placements with non-bank institutions- Inter group;NULL;4,1;NULL;0
5765;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12408;12408221;非银行金融机构储蓄账户透支 Overdraft- Savings account- Non Bank;103175;非银行金融机构储蓄账户透支款项 Overdraft- Savings account- Non-bank financial institutions;121205修改 Revised ;4,1;NULL;0
5766;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12440;12440195;非银行金融机构双边定期贷款折溢价 Prem/Disc- Bilateral Fixed Term loan- Non-bank financial institutions;103177;非银行金融机构双边定期贷款折溢价 Prem/Disc- Bilateral Fixed Term loan- Non-bank financial institutions;NULL;4,1;NULL;0
5767;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15404;15404234;集团内往来账户透支款项调整 Adj- Overdraft- Current account Adj- Overdraft- Current account-Intergroup;103178;集团内非银行机构往来账户透支款项调整 Adjustment- Overdraft current account- Non-bank institutions;NULL;4,1;NULL;0
5768;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15411;15411170;集团内双边定期贷款折溢价 Prem/Disc-Bil fixed term loan to inter-group (non-bank);103179;集团内非银行双边定期贷款折溢价 Premium/Discount- Non-bank bilateral fixed term loan- Inter group;NULL;4,1;NULL;0
5769;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15412;15412173;集团内无承诺双边循环贷款折溢价（非银行） Prem/Disc -Uncomm  Bil Rev loan to IG（nan-bank）;103180;集团内非银行非承诺性双边循环贷款折溢价 Premium/Discount- Non-bank uncommitted bilateral revolving loan- Inter group;1512新增 Added;4,1;NULL;0
5770;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15412;15412175;集团内双边循环贷款折溢价（非银行） Prem/Disc -Bil Revolving loan to inter-group（NB）;103181;集团内非银行双边循环贷款折溢价 Premium/Discount- Non-bank bilateral revolving loan- Inter group;1512新增 Added;4,1;NULL;0
5771;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15415;15415306;集团内出口议付款项 Outward bills purchase sight L/C- CCB;103182;集团内出口议付款项 Outward bills purchase sight L/C- CCB;131030新增 Added;NULL;NULL;0
5772;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15416;15416306;集团内出口议付款项折溢价 Prem/Disc- Outward bills purchase sight L/C- CCB;103183;集团内出口议付款项折溢价 Prem/Disc- Outward bills purchase sight L/C- CCB;1406新增 Added;NULL;NULL;0
5773;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15403;15403214;逾期集团内往来账户透支款项 Overdraft- Current account Overdue overdraft Current account- Inter-group;104161;逾期集团内银行机构往来账户透支款项 Overdue-Overdraft current account of bank- Inter group bank;NULL;4,1;NULL;0
5774;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12421;12421190;逾期银行客户银团定期贷款 Overdue- Syndicated fixed term loan- Bank;104162;逾期银行客户银团定期贷款 Overdue- Syndicated fixed term loan- Bank;NULL;4,1;NULL;0
5775;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12427;12427192;逾期银行客户银团循环贷款 Overdue- Syndicated RV ln- Bank;104163;逾期银行客户银团循环贷款 Overdue- Syndicated RV ln- Bank;NULL;4,1;NULL;0
5776;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12431;12431193;逾期银行客户双边定期贷款 Overdue- Bilateral FT ln- Bank;104164;逾期银行客户双边定期贷款 Overdue- Bilateral FT ln- Bank;NULL;4,1;NULL;0
5777;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12461;12461194;逾期银行客户双边循环贷款 Overdue- Bilateral Rv ln- Bank;104165;逾期银行客户双边循环贷款 Overdue- Bilateral Rv ln- Bank;NULL;4,1;NULL;0
5778;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15406;15406171;逾期集团内双边定期贷款（银行） Overdue bilaterall fixed term loan to inter-group（bank）;104166;逾期集团内银行双边定期贷款 Overdue- Bilateral fixed term loan- Inter group bank;1512新增 Added;4,1;NULL;0
5779;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15409;15409174;逾期集团内双边循环贷款（银行） Overdue bilaterall Revolving loan to inter-group(bank);104167;逾期集团内银行双边循环贷款 Overdue- Bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5780;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15409;15409172;逾期集团内双边无承诺循环贷款（银行） Overdue Bil Uncommitted Revolving loan to inter-group(bank);104168;逾期集团内银行非承诺性双边循环贷款 Overdue- Uncommitted bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5781;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12464;12464302;逾期银行保证项下信用证议付贷款 Overdue- Export letter of credit negotiation under letter of guarantee- Bank;104169;逾期银行客户保证项下信用证议付贷款 Overdue- Export L/C negotiation under letter of guarantee- Bank;1112新增 Added;NULL;NULL;0
5782;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12467;12467303;逾期银行海外代付Overdue- Refinancing- Bank                                             ;104170;逾期银行客户海外代付 Overdue- Refinancing- Bank;1112新增 Added;NULL;NULL;0
5783;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12470;12470305;逾期银行福费廷 Overdue- Forfaiting- Bank;104171;逾期银行客户福费廷 Overdue- Forfaiting- Bank;1112新增 Added;NULL;NULL;0
5784;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12473;12473306;逾期银行出口议付款项 Overdue- Out bills pur/neg (LC)- Bank     ;104172;逾期银行客户出口议付 Overdue- Outward bills purchased/negotiation under L/C- Bank;1112新增 Added;NULL;NULL;0
5785;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12476;12476308;逾期银行信用证项下汇票贴现 Overdue- Outward bills discounted loan under letter of credit- Bank;104173;逾期银行客户信用证项下承兑汇票贴现 Outward bills acceptance discounted loan under L/C- Bank;1112新增 Added;NULL;NULL;0
5786;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12480;12480365;逾期出口信用证项下承兑应计贷款- 银行 Overdue- Outward bills acceptance accrual loan under L/C- Bank;104174;逾期银行客户出口信用证项下承兑应计贷款 Overdue- Outward bills acceptance accrual loan under L/C- Bank;120904新增 Added;NULL;NULL;0
5787;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12483;12483367;逾期信用证下换币无追索权贴现- 银行 Overdue- Outward bills acc disc (L/C ZFB)- Bank;104175;逾期银行客户信用证下换币无追索权贴现 Overdue- Outward bills acc disc (L/C ZFB) - Bank;130523新增 Added ;4,1;NULL;0
5788;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15403;15403234;逾期集团内非银行机构往来账户透支款项 Overdue overdraft Current account- inter-group(non-bank);104261;逾期集团内非银行机构往来账户透支款项 Overdue-Overdraft current account of non-bank institutions- Inter group;1512新增 Added;4,1;NULL;0
5789;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15406;15406170;逾期集团内双边定期贷款 Overdue bilateral fixed term loan to inter-group;104262;逾期集团内非银行双边定期贷款 Overdue- Non-bank bilateral fixed term loan- Inter group;NULL;4,1;NULL;0
5790;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15409;15409175;逾期集团内双边循环贷款 Overdue bilateral revolving loan to inter-group;104263;逾期集团内非银行双边循环贷款 Overdue- Non-bank bilateral revolving loan- Inter group;NULL;4,1;NULL;0
5791;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15409;15409173;逾期集团内双边无承诺循环贷款（非银行） Overdue Uncommitted Bil Revolving loan to inter-group(NB);104264;逾期集团内非银行非承诺性双边循环贷款 Overdue- Non-bank uncommitted bilateral revolving loan- Inter group;1512新增 Added;4,1;NULL;0
5792;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12433;12433195;逾期非银行金融机构双边定期贷款 Overdue bilateral fixed term loan- Non-bank financial institutions;104265;逾期非银行金融机构双边定期贷款 Overdue bilateral fixed term loan- Non-bank financial institutions;NULL;4,1;NULL;0
5793;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12423;12423190;非应计银行客户银团定期贷款 Classified loans- syndicated FT ln- Bank;105161;不良银行客户银团定期贷款 Classified syndicated fixed term loan;NULL;4,1;NULL;0
5794;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12428;12428192;非应计银行客户银团循环贷款 Classified loans- Syndicated RV ln- Bank;105162;不良银行客户银团循环贷款 Classified syndicated revolving loan;NULL;4,1;NULL;0
5795;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12437;12437193;非应计银行客户双边定期贷款 Classified loans- Bilateral FT ln- Bank;105163;不良银行客户双边定期贷款 Classified bilateral fixed term loan- Bank;NULL;4,1;NULL;0
5796;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12438;12438194;非应计银行客户双边循环贷款 Classified loans- Bilateral RV ln- Bank;105164;不良银行客户双边循环贷款 Classified bilateral revolving loan- Bank;NULL;4,1;NULL;0
5797;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15407;15407171;非应计集团内双边定期贷款（银行） Classified bilaterall fixed term loan to inter-group(bank);105165;不良集团内银行双边定期贷款 Classified bilateral fixed term loan- Inter group bank;1512新增 Added;4,1;NULL;0
5798;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15410;15410174;非应计集团内双边循环贷款（银行） Classified bilaterall Revolving loan to inter-group(bank);105166;不良集团内银行双边循环贷款 Classified bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5799;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15410;15410172;非应计集团内双边无承诺循环贷款（银行） Classified Bil Uncomm Rev loan to IG(bank);105167;不良集团内银行非承诺性双边循环贷款 Classified uncommitted bilateral revolving loan- Inter group bank;1512新增 Added;4,1;NULL;0
5800;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12465;12465302;非应计银行保证项下信用证议付贷款 Classified- export letter of credit negotiation under letter of guarantee- Bank;105168;不良银行客户保证项下信用证议付贷款 Classified export L/C negotiation under letter of guarantee- Bank;1112新增 Added;NULL;NULL;0
5801;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12468;12468303;非应计银行海外代付 Classified- Refinancing- Bank                                             ;105169;不良银行客户海外代付 Classified Refinancing- Bank;1112新增 Added;NULL;NULL;0
5802;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12471;12471305;非应计银行福费廷 Classified- Forfaiting- Bank;105170;不良银行客户福费廷 Classified forfaiting- Bank;1112新增 Added;NULL;NULL;0
5803;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12474;12474306;非应计银行出口议付款项 Classified- Outward bills purchased/negotiation under letter of credit- Bank;105171;不良银行客户出口议付 Classified outward bills purchased/negotiation under L/C- Bank;1112新增 Added;NULL;NULL;0
5804;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12481;12481365;非应计出口信用证项下承兑应计贷款- 银行 Classified- Outward bills acceptance accrual loan under L/C- Bank;105172;不良银行客户出口信用证项下承兑应计贷款 Classified outward bills acceptance accrual loan under L/C- Bank;120904新增 Added;NULL;NULL;0
5805;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12484;12484367;非应计信用证下换币无追索权贴现- 银行 Classified- Outward bills acc disc (L/C ZFB)- Bank;105173;不良银行客户信用证下换币无追索权贴现 Classified outward bills acc disc (L/C ZFB) - Bank;130523新增 Added ;4,1;NULL;0
5806;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12477;12477308;非应计银行信用证项下汇票贴现 Classified- Outward bills discounted loan under letter of credit- Bank;105174;不良银行客户信用证项下承兑汇票贴现 Classified outward bills acceptance discounted loan under L/C- Bank;1112新增 Added;NULL;NULL;0
5807;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;12439;12439195;非应计非银行金融机构双边定期贷款 Classified loans- Bilateral fixed term loan- Non-bank financial institutions;105261;不良非银行金融机构双边定期贷款 Classified bilateral fixed term loan- Non-bank financial institutions;NULL;4,1;NULL;0
5808;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15407;15407170;非应计集团内双边定期贷款 Classified bilateral fixed term loan to inter-group;105264;不良集团内非银行双边定期贷款 Classified bilateral fixed term loan- Non-bank institutions;NULL;4,1;NULL;0
5809;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15410;15410175;非应计集团内双边循环贷款 Classified bilateral revolving loan to inter-group;105265;不良集团内非银行双边循环贷款 Classified bilateral revolving loan- Non-bank institutions ;NULL;4,1;NULL;0
5810;04;拆出资金 Placements with banks and non-bank financial institutions;NULL;NULL;15410;15410173;非应计集团内双边无承诺循环贷款（非银行） Classified Uncomm Bil Rev loan to IG(NB);105266;不良集团内非银行非承诺性双边循环贷款 Classified uncommitted non-bank bilateral revolving loan- Inter group;1512新增 Added;4,1;NULL;0
5811;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14201;14201703;交易政府债券净价 Trading governments securities;106001;交易性政府债券净价 Net value- Government trading securities;121205修改 Revised;8;NULL;0
5812;05;交易性金融资产 Financial assets held for trading;NULL;NULL;14202;14202704;交易中央银行债券净价 Trading Central Bank securities;106002;交易性中央银行债券净价 Net value- Central Bank trading securities;121205修改 Revised;8;NULL;0
