ID;LineNr;CCB_Category;Blank1;AccountingCode;Source_account;Eight_digit_Number;Account_name;Level_3_Account_Code_COA_natural_account_code;Level_3_Account_Name;Account_change_status;PBC_No;blank;Amount_In_Management_Statement
6734;NULL;NULL;NULL;NULL;17667;17667701;应收存放境内系统内定期款项利息 Accrued interest receivable- Time deposits- Interbranch in China;191301;应计收存放境内系统内定期款项利息 Accrued interest receivable- Time deposit- Inter branch in China;1512新增 Added;NULL;NULL;0
6735;NULL;NULL;NULL;NULL;17657;17657701;应收存放海外分支结构定期款项利息 Acc Int Rec - Time Deposits with Interbranch Oversea;191302;应计收存放海外系统内定期款项利息 Accrued interest receivable- Time deposit- Inter branch overseas;1512新增 Added;NULL;NULL;0
6736;NULL;NULL;NULL;NULL;17668;17668701;应收存放海外机构定期款项利息 Accrued interest receivable- Time deposits- Interbranch- Overseas;191303;应计收存放海外机构定期款项利息 Accrued interest receivable- Time deposit-Inter branch overseas;1512新增 Added;NULL;NULL;0
6737;09;应收利息 Accrued interest receivable;NULL;NULL;17721;17721701;应收离岸存放境内系统内定期款项利息 Interest receivable - Off-shore Time deposits-Chinese interbranch;191304;应计收离岸存放境内系统内定期款项利息 Accrued interest receivable- Off shore time deposit- Inter branch in China;20150630新增 Added;NULL;NULL;0
6738;34;其他资产或负债 Other assets or liabilities;NULL;NULL;15022;15022165;境内系统内非应计双边定期贷款 Classified- Bilateral fixed term loan- Interbranch in China;191401;不良境内系统内双边定期贷款 Classified bilateral fixed term loan- Inter branch in China;NULL;NULL;NULL;0
6739;34;其他资产或负债 Other assets or liabilities;NULL;NULL;15023;15023165;海外分支机构非应计双边定期贷款 Classified- Bilateral fixed term loan- Oversea interbranch;191401;不良海外系统内双边定期贷款 Classified bilateral fixed term loan- Inter branch overseas;1606修改映射科目;NULL;NULL;0
6740;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;15026;15026168;逾期境内系统内海外代付 Overdue- Refinancing- Inter-branch in china;191501;逾期境内系统内海外代付 Overdue- Refinancing- Inter-branch in china;NULL;NULL;NULL;0
6741;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;15026;15026324;逾期境内系统内海外代付-出口项下 Overdue  Export Refinancing - inter-branch in china ;191502;逾期出口项下境内系统内海外代付 Overdue- Refinancing for export- Inter branch in China;1512新增 Added;NULL;NULL;0
6742;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;15027;15027168;逾期海外分行海外代付 Overdue Refinancing - inter-branch-oversea ;191503;逾期海外系统内海外代付 Overdue- Refinancing- Inter branch overseas;NULL;NULL;NULL;0
6743;08;发放贷款和垫款 Granting loans and advances;NULL;NULL;15027;15027324;逾期海外分行海外代付-出口项下 Overdue Export Refinancing - inter-branch-oversea ;191504;逾期出口项下海外系统内海外代付 Overdue- Refinancing for export- Inter branch overseas;1512新增 Added;NULL;NULL;0
6744;34;其他资产或负债 Other assets or liabilities;NULL;NULL;15030;15030355;应收系统内信用证项下进口票据承兑款项 Account receivable- Import bills acceptance under letter of credit- Interbranch;191701;应收系统内信用证项下进口票据承兑款项 Account receivable- Import bills acceptance under letter of credit- Interbranch;NULL;NULL;NULL;0
6745;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17656;17656700;应收存放境内系统内款项利息 Accrued interest receivable- Nostro account- Interbranch- In China;191704;应计收存放境内系统内款项利息 Accrued interest receivable- Deposit- Inter branch in China;NULL;NULL;NULL;0
6746;NULL;NULL;NULL;NULL;16757;16757701;Acc Int Rec - Time Deposits with Interbranch Oversea;191705;应计收存放海外系统内定期利息 Accrued interest receivable- Fixed term deposit- Inter branch overseas;1512新增 Added;NULL;NULL;0
6747;09;应收利息 Accrued interest receivable;NULL;NULL;NULL;17653721;应收离岸境内系统内拆出利息 Accrued interest receivable - Placement - Inter branch in China (offshore);191706;应计收离岸境内系统内拆出利息 Accrued interest receivable - Placement - Inter branch in China (offshore);1512新增 Added;NULL;NULL;0
6748;09;应收利息 Accrued interest receivable;NULL;NULL;NULL;17654721;应收离岸海外分支机构拆出利息 Accrued interest receivable - Placement - Overseas branch(offshore);191707;应计收离岸海外分支机构拆出利息  Accrued interest receivable - Placement - Overseas branch(offshore);1512新增 Added;NULL;NULL;0
6749;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17658;17658165;应收境内系统内借出逾期利息 Accrued overdue interest receivable- Loan to interbranch in China;191712;应计收境内系统内借出双边定期贷款逾期利息 Accrued overdue interest receivable- Bilateral fixed term loan- Loan to Inter branch in China;NULL;NULL;NULL;0
6750;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17659;17659165;应收海外分支机构借出逾期利息 Accrued overdue interest receivable- Loan to interbranch- Oversea;191712;应计收海外系统内借出双边定期贷款逾期利息 Accrued overdue interest receivable- Bilateral fixed term loan- Loan to Inter branch overseas;1606修改映射科目;NULL;NULL;0
6751;34;其他资产或负债 Other assets or liabilities;NULL;NULL;15003;15003000;应收总行款项 Amt due fm Head Office ;191721;应收总行款项 Amt due fm Head Office ;NULL;NULL;NULL;0
6752;34;其他资产或负债 Other assets or liabilities;NULL;NULL;15004;15004000;应收境内系统内款项 Amt due from Interbranch- In China;191722;应收境内系统内款项 Amt due from Interbranch- In China;NULL;NULL;NULL;0
6753;34;其他资产或负债 Other assets or liabilities;NULL;NULL;15005;15005000;应收海外分支机构款项 Amt due from Interbranch- Oversea;191723;应收海外系统内款项 Account receivable- Inter branch overseas;NULL;NULL;NULL;0
6754;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17791;17791165;应收境内系统内双边贷款承诺费 Acc commit fee rec– bi FT ln- Interbr- In China    ;191724;应收境内系统内双边贷款承诺费 Acc commit fee rec– bi FT ln- Interbr- In China    ;NULL;NULL;NULL;0
6755;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17792;17792165;应收海外分支机构双边贷款承诺费 Acc commit fee rec- BI FT ln–interbr- Overseas  ;191724;应收海外系统内双边贷款承诺费 Accrued commitment fee receivable- Bilateral loan- Inter branch overseas;1606修改映射科目;NULL;NULL;0
6756;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17795;17795942;应收承诺费 Acc commit fee rec;191801;应收银团定期贷款承诺费 Acc commit fee rec- Syn FT ln;NULL;NULL;NULL;0
6757;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17795;17795943;应收银团循环贷款承诺费 ACC COMMIT FEE REC–SYN RV LN (FEE)                          ;191802;应收银团循环贷款承诺费 Acc commit fee rec- Syndicated RV ln;1512新增 Added;NULL;NULL;0
6758;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17795;17795944;应收双边定期贷款承诺费 ACC COMMIT FEE REC–BIL FT LN (FEE)                          ;191803;应收双边定期贷款承诺费 Acc commit fee rec- Bilateral FT ln;1512新增 Added;NULL;NULL;0
6759;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17795;17795945;应收双边循环贷款承诺费 ACC COMMIT FEE REC–BIL RV LN (FEE)                          ;191804;应收双边循环贷款承诺费 Accrued commitment fee receivable- Bilateral revolving loan;1512新增 Added;NULL;NULL;0
6760;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17802;17802942;应收承诺费（银行） Acc commit fee rec（bank）;191805;应收银团定期贷款承诺费（银行） Accrued commitment fee receivable- Syndicated fixed term loan (Bank);121205修改 Revised;NULL;NULL;0
6761;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17802;17802943;应收银团循环贷款承诺费（银行） ACC COMMIT FEE REC–SYN RV LN (FEE)-bank;191806;应收银团循环贷款承诺费（银行） Accrued commitment fee receivable- Syndicated revolving loan (Bank);1512新增 Added;NULL;NULL;0
6762;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17802;17802944;应收双边定期贷款承诺费（银行） ACC COMMIT FEE REC–BIL FT LN (FEE)-bank;191807;应收双边定期贷款承诺费（银行） Accrued commitment fee receivable- Bilateral fixed term loan (Bank);1512新增 Added;NULL;NULL;0
6763;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17802;17802945;应收双边循环贷款承诺费（银行） ACC COMMIT FEE REC–BIL RV LN (FEE)-bank                          ;191808;应收双边循环贷款承诺费（银行） Accrued commitment fee receivable- Bilateral revolving loan (Bank);1512新增 Added;NULL;NULL;0
6764;34;其他资产或负债 Other assets or liabilities;NULL;NULL;17796;17796932;应收费用–承诺费 Accrued fee receivable - Commitment fee;191845;应收承诺费 Acc commit fee rec;1512新增 Added;NULL;NULL;0
6765;21;向中央银行借款 Central Bank Borrowing;NULL;NULL;21603;21603719;向中央银行一般借款 Central Bank Borrowing;200101;向中央银行借款 Central Bank Borrowing;1512新增 Added;22;NULL;0
6766;21;向中央银行借款 Central Bank Borrowing;NULL;NULL;21601;21601719;中央银行拆入 Placement from Central Bank ;200161;中央银行拆入 Placement from Central Bank ;1512新增 Added;22;NULL;0
6767;21;向中央银行借款 Central Bank Borrowing;NULL;NULL;21602;21602719;存放中央银行透支款 Nostro account- Central Bank- Ovedraft;200162;存放中央银行透支款 Nostro account- Central Bank- Overdraft;1512新增 Added;22;NULL;0
6768;21;向中央银行借款 Central Bank Borrowing;NULL;NULL;21603;21603717;向中央银行借款 Central Bank borrowing (REPO);200164;参加中央银行公开市场操作 Participating in open market operation of Central Bank;1512新增 Added;22;NULL;0
6769;21;向中央银行借款 Central Bank Borrowing;NULL;NULL;22310;22310736;非当地央行拆入款项 Placement from  non local Central Bank;200168;非当地央行拆入款项 Placement from  non local Central Bank;121205修改 Revised, 1512新增 Added;22;NULL;0
6770;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27155;27155214;集团内往来存款 Current account- Inter-group ;201064;集团内银行机构往来存款 Current account- Inter group bank;121205修改 Revised, 1512新增 Added;23;NULL;0
6771;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27156;27156224;集团内储蓄存款  Savings account- Inter-group ;201066;集团内银行机构储蓄存款 Savings account- Inter group bank;121205修改 Revised, 1512新增 Added;23;NULL;0
6772;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;22010;22010211;银行同业往来存款 Current account- Bank;201074;银行同业往来存款 Current account- Bank;121205修改 Revised, 1512新增 Added;23;NULL;-78354997,96
6773;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;22011;22011221;银行同业储蓄存款 Saving account- Bank;201076;银行同业储蓄存款 Saving account- Bank;121205修改 Revised, 1512新增 Added;23;NULL;0
6774;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;22009;22009211;非银行金融机构同业往来存款  Current account -Non bank;201461;非银行金融机构同业往来存款  Current account -Non bank;121205修改 Revised, 1512新增 Added;23;NULL;0
6775;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27155;27155234;集团内非银行机构往来存款 Current Account - Inter-Group-Non Bank ;201462;集团内非银行机构往来存款 Current account -Inter group non bank;1512新增 Added;23;NULL;0
6776;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27156;27156244;集团内非银行机构储蓄存款 Saving Account - Inter-Group- Non Bank;201463;集团内非银行机构储蓄存款 Savings account- Inter group non bank;1512新增 Added;23;NULL;0
6777;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27303;27303224;子公司自身集团内储蓄存款 Savings deposits- Inter subsidary;201464;子公司自身集团内储蓄存款 Savings deposits- Inter subsidiary;131030新增 Added, 1512新增 Added;23;NULL;0
6778;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27304;27304214;子公司自身集团内往来存款 Demand deposits- Inter subsidary;201465;子公司自身集团内往来存款 Demand deposits- Inter subsidiary;131030新增 Added, 1512新增 Added;23;NULL;0
6779;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;22013;22013221;非银行金融机构同业储蓄存款 Saving account- Non bank;201466;非银行金融机构同业储蓄存款 Saving account- Non bank;121205修改 Revised, 1512新增 Added;23;NULL;0
6780;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27154;27154234;集团内往来存款调整 Adjustment- Current account- Intergroup;201467;集团内非银行机构往来存款调整 Adjustment- Current account- Inter group non bank;121205修改 Revised, 1512新增 Added;23;NULL;0
6781;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;22417;22417701;银行同业定期存款 Time deposits from bank;201501;境外银行定期存款 Fixed term deposit- Off shore banks;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6782;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;27306;27306249;子公司自身集团内存放定期 Time deposit inter company;201561;子公司自身集团内存放定期 Time deposit inter company;131030新增 Added, 1512新增 Added;23;NULL;0
6783;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22410;22410730;银行同业隔夜拆入 Placement from bank- Overnight;203163;银行同业隔夜拆入 Placement from bank- Overnight;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6784;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22412;22412730;银行同业定期拆入 Placement From Bank-Term;203166;银行同业定期拆入 Placement from bank- Term;1512新增 Added;23,1;NULL;-194414430,4
6785;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22412;22412727;银行同业定期拆入 Placement from bank- Term;203167;银行同业风险参与定期拆入 Risk participation and placement from bank- Bank;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6786;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22414;22414000;境外同业拆入 Placement from off shore- Term;203169;境外同业定期拆入 Placement from off shore bank- Bank;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6787;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22415;22415303;海外代付转让拆入款项 Refinancing sold funded;203171;海外代付转让拆入款项 Refinancing sold funded;121205修改 Revised, 1512新增 Added;23,1;NULL;-250763492,39
6788;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22418;22418760;银行定期贷款 Fixed term borrowing- Bank;203172;银行定期款项贷入 Loan from time deposit- Bank;131030新增 Added, 1512新增 Added;NULL;NULL;0
6789;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22001;22001700;存放同业透支 Nostro account- Overdraft;203173;存放同业透支 Nostro account- Overdraft;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6790;22;同业及其他金融机构存放款项 Deposits with banks and non-bank financial institutions;NULL;NULL;22002;22002700;存放境外同业透支 Nostro account- Overdraft- Overseas;203174;存放境外同业透支 Nostro account- Overdraft- Overseas;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6791;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27157;27157700;存放集团内清算款项透支 Nostro account- Overdraft- Inter group;203175;存放集团内清算款项透支 Nostro account- Overdraft- Inter group;1112新增 Added, 1512新增 Added;23,1;NULL;0
6792;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27181;27181733;集团内拆入款项（银行） Placement From Inter Group（Bank）;203177;集团内拆入款项（银行） Placement from inter group (Bank);1512新增 Added;23,1;NULL;0
6793;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27302;27302733;子公司自身集团内拆入款项 Time deposits- Inter subsidiary;203178;子公司自身集团内拆入款项 Time deposits- Inter subsidiary;131030新增 Added, 1512新增 Added;NULL;NULL;0
6794;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27183;27183000;集团内拆入存款证款项 Placement of CD (Bank);203179;集团内负债 Liabilities- Inter group;141231新增 Added, 1512新增 Added;NULL;NULL;0
6795;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22416;22416735;其他同业拆入 Call Money（TK）;203180;其他同业拆入（TK） Call Money (TK);1512新增 Added;23,1;NULL;0
6796;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27182;27182000;集团内拆入期付款项 Trade date pay- MM IG (Bank);203181;集团内拆入期付款项 Trade date pay- MM IG (Bank);121205修改 Revised, 1512新增 Added;23,1;NULL;0
6797;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27305;27305700;子公司自身存放集团内透支款项 Nostro account- Inter subsidiary- Overdraft;203182;子公司自身存放集团内透支款项 Nostro account- Inter subsidiary- Overdraft;131030新增 Added, 1512新增 Added;NULL;NULL;0
6798;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22416;22416701;其他同业拆入 Call Money（TK）;203183;银行同业定期存款 Time deposits from bank;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6799;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22411;22411730;非银行金融机构隔夜拆入 Placement From non bank- Overnight;203261;非银行金融机构隔夜拆入 Placement From non bank- Overnight;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6800;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;22413;22413730;非银行金融机构定期拆入 Placement from non bank financial institutions- Term;203262;非银行金融机构定期拆入 Placement from non bank financial institutions- Term;121205修改 Revised, 1512新增 Added;23,1;NULL;0
6801;NULL;同业及其他金融机构拆入款项 Placement from banks and non-bank financial institutions;NULL;NULL;27181;27181734;集团内拆入款项 Placement from inter-group;203263;集团内拆入款项（非银行） Placement from inter group (Non bank);121205修改 Revised, 1512新增 Added;23,1;NULL;0
6802;05;交易性金融负债 Financial liabilities held for trading;NULL;NULL;23315;23315605;公司客户结构性存款 Structured time deposit- Customer;206001;单位嵌入衍生工具负债 Embedded derivative tool liabilities- Company;1512新增 Added;NULL;NULL;0
6803;05;交易性金融负债 Financial liabilities held for trading;NULL;NULL;23317;23317605;个人客户外汇挂钩存款 PERSONAL FX LINKED DEPOSITS;206002;个人嵌入衍生工具负债 Embedded derivative tool liabilities- Personal;NULL;NULL;NULL;0
6804;05;交易性金融负债 Financial liabilities held for trading;NULL;NULL;23318;23318605;公司外汇挂钩存款 Corporate fx linked deposits;206001;单位嵌入衍生工具负债 Embedded derivative tool liabilities- Company;131030新增 Added, 1512新增 Added;NULL;NULL;0
6805;32;应付债券 Debt securities payable;NULL;NULL;24022;24022745;发行长期存款证套期公允价值变动 Reval prov- CD issued hedged;206601;发行长期浮息存款证套期公允价值变动 Fair value change- Long-term floating rate certificate of deposit issued hedged;1512新增 Added;30,1;NULL;0
6806;NULL;NULL;NULL;NULL;24022;24022746;发行长期定息存款证套期公允价值变动 Reval prov - CD issued hedged（Fixed rate）     ;206602;发行长期定息存款证套期公允价值变动 Fair value change- Long-term fixed rate certificate of deposit issued hedged;1512新增 Added;30,1;NULL;0
6807;NULL;NULL;NULL;NULL;24022;24022750;发行离岸长期浮息存款证套期公允价值变动 Reval prov - Offshore CD issued hedged（Floating Rate）     ;206603;发行离岸长期浮息存款证套期公允价值变动 Fair value change- Off shore certificate of deposit with long-term floating rate issued hedged;1512新增 Added;30,1;NULL;0
6808;NULL;NULL;NULL;NULL;24022;24022751;发行离岸长期定息存款证套期公允价值变动 Reval prov - Offshore CD issued hedged（Fixed rate）     ;206604;发行离岸长期定息存款证套期公允价值变动 Fair value change- Off shore certificate of deposit with long-term fixed rate issued hedged;1512新增 Added;30,1;NULL;0
6809;27;吸收存款 Deposit taking;NULL;NULL;28974;28974000;存款套期公允价值变动 Revaluation provision- Derivatives- Deposit hedged;206605;存款套期公允价值变动 Revaluation provision- Derivatives- Deposit hedged;1512新增 Added;NULL;NULL;0
6810;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28983;28983790;自营利率互换公允价值减少 Revaluation loss provision- Interest rate swap trading;207101;自营利率互换合约公允价值负值 Negative fair value- Interest rate swap trading;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6811;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28987;28987796;自营货币互换公允价值减少 Revaluation loss provision- Currency swap trading;207102;自营货币互换合约公允价值负值 Negative fair value- Currency swap trading;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6812;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28986;28986792;自营外汇掉期交易公允价值减少 Revaluation loss provision- Fx swap trading;207103;自营外汇掉期合约公允价值负值 Negative fair value- Foreign exchange swap trading;121205修改 Revised, 1512新增 Added;NULL;NULL;-2425930,43
6813;NULL;NULL;NULL;NULL;28983;28983816;自营利率指数利率互换公允价值减少 Revaluation Loss Provision–Irs T–I/R Index                            ;207161;自营利率指数利率互换公允价值负值 Negative fair value- Interest rate index swap trading;1512新增 Added;NULL;NULL;0
6814;NULL;NULL;NULL;NULL;28983;28983617;自营外汇指数利率互换公允价值减少 Revaluation Loss Provision–Irs T–Fx Index                            ;207162;自营外汇指数利率互换公允价值负值 Negative fair value- Exchange rate index swap trading;1512新增 Added;NULL;NULL;0
6815;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28991;28991790;集团内利率互换公允价值减少 Revaluation loss provision- Interest rate swap- CCB;207163;集团内利率互换公允价值负值 Negative fair value- Interest rate swap- Inter group;131030新增 Added, 1512新增 Added;NULL;NULL;0
6816;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28985;28985712;自营远期公允价值减少 Revaluation loss provision- Forward revaluation loss trading;207171;自营远期外汇买卖公允价值负值 Negative fair value- Foreign exchange forward purchase/sale- Trading;121205修改 Revised, 1512新增 Added;NULL;NULL;-16424922,72
6817;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28992;28992712;集团内远期外汇交易公允价值减少 Revaluation loss provision- Derivatives (loss)- FX forward- CCB;207173;自营集团内远期外汇交易公允价值负值 Negative fair value- Foreign exchange forward- Inter group- Trading;131030新增 Added, 1512新增 Added;NULL;NULL;0
6818;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28988;28988797;自营期货交易公允价值减少 Revaluation loss provision- Future trading;207181;自营期货交易公允负值 Negative fair value- Future trading;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6819;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28990;28990809;自营认沽期权公允价值减少 Revaluation loss provision- Option trading- Put ;207182;自营认沽期权公允价值负值 Negative fair value- Option trading- Put ;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6820;NULL;NULL;NULL;NULL;28989;28989808;自营认购期权公允价值减少 Revaluation Loss Provision- Option Trading - Call ;207183;自营认购期权公允价值负值 Negative fair value- Option trading- Call;1512新增 Added;NULL;NULL;0
6821;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28989;28989801;自营认购期权公允价值减少 Revaluation loss provision- Option trading- Call ;207184;自营认购股票期权公允价值负值 Negative fair value- Stock option trading- Call;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6822;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28962;28962729;NDF公允价值减少 Revaluation loss provision – Ndf ;207185;NDF公允价值负值 Negative fair value- NDF;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6823;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28961;28961808;自营卖出期权 Accounts payable- Premium- Option trading ;207870;应付自营卖出认购期权未实现损益 Unrealised profit/loss payable- Sale- Call option trading;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6824;NULL;NULL;NULL;NULL;28961;28961809;自营卖出认沽期权 Accounts Payable - Unrealised Profit & Loss - Option Trading - Put;207872;应付自营卖出认沽期权未实现损益 Unrealised profit/loss payable- Sale- Put option trading;1512新增 Added;NULL;NULL;0
6825;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28975;28975791;代客利率互换公允价值减少 Revaluation loss provision- Interest rate swap hedging;208101;代客利率互换合约公允价值负值 Negative fair value- Interest rate swap hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6826;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28979;28979795;代客货币互换公允价值减少 Revaluation loss provision- Currency swap hedging;208102;代客货币互换合约公允价值负值 Negative fair value- Currency swap hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6827;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28978;28978793;代客外汇掉期公允价值减少 Revaluation loss provision- Fx swap hedging;208103;代客外汇掉期合约公允价值负值 Negative fair value- Foreign exchange swap hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;-8708426,67
6828;NULL;NULL;NULL;NULL;28975;28975805;代客利率指数利率互换公允价值减少 Revaluation Loss Provision - Int Rate Swap Hedging - Int Rate Index;208161;代客利率指数利率互换公允价值负值 Negative fair value- Interest rate index swap hedging;1512新增 Added;NULL;NULL;0
6829;NULL;NULL;NULL;NULL;28975;28975607;代客外汇指数利率互换公允价值减少 Revaluation Loss Provision–Irs H–Fx Index                          ;208162;代客外汇指数利率互换公允价值负值 Negative fair value- Exchange rate index swap hedging;1512新增 Added;NULL;NULL;0
6830;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28977;28977713;代客远期公允价值减少 Revaluation loss provision- Forward hedging revaluation loss;208171;代客远期外汇买卖公允价值负值 Negative fair value- Foreign exchange forward purchase/sale- Hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;-1728569,25
6831;NULL;NULL;NULL;NULL;28962;28962737;代客NDF公允价值减少 Revaluation Loss Provision – NDF for customer                      ;208173;代客NDF公允价值负值 Negative fair value- NDF- Hedging;1512新增 Added;NULL;NULL;0
6832;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28980;28980798;代客期货交易公允价值减少 Revaluation loss provision- Future hedging;208181;代客期货交易公允价值负值 Negative fair value- Future hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6833;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28982;28982810;代客卖出认沽期权公允价值减少 Reval loss provision– Option hedging- Put;208183;代客卖出认沽期权公允价值负值 Negative fair value- Sale- Put option hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6834;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28981;28981810;代客卖出认购期权公允价值减少 Reval loss provision– Option hedging- Call;208184;代客卖出认购期权公允价值负值 Negative fair value- Sale- Call option hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6835;25;衍生金融负债 Derivative financial liabilities;NULL;NULL;28960;28960810;代客卖出期权 Sale– Option– Hedging;208873;应付代客卖出认购期权未实现损益 Unrealised profit/loss payable- Sale- Call option hedging;121205修改 Revised, 1512新增 Added;NULL;NULL;0
6836;NULL;NULL;NULL;NULL;28960;28960811;代客卖出认沽期权 Accounts Payable - Unrealised Profit & Loss - Option Hedging - Put;208874;应付代客卖出认沽期权未实现损益 Unrealised profit/loss payable- Sale- Put option hedging;1512新增 Added;NULL;NULL;0
6837;NULL;卖出回购金融资产款 Financial assets sold for repurchase;NULL;NULL;23401;23401759;向银行及非银行金融机构借款  (回购协议) Bank and nb fi securities borrowing (REPO);209101;卖出回购证券 Sale- REPO securities;131030新增 Added, 1512新增 Added;24;NULL;0
6838;NULL;卖出回购金融资产款 Financial assets sold for repurchase;NULL;NULL;23400;23400759;向中央银行借款  (回购协议) Central Bank Borrowing  (REPO);209161;向中央银行卖出回购证券 Sale- REPO securities to Central Bank;131030新增 Added, 1512新增 Added;24;NULL;0
