ID	ClientType	BusinessType	Contract Type	ProductType	ClientNr	ContractClear	Counterparty/Issuer	StartDate	Next Event	Final Matu	Type	CURRENCY	Principal Amount/Value Balance(EUR Equ)	InterestRate	DaysToEventDate	MonthsToEventDate	MonthsToStartDate	YearsToStartDate	DaysToMaturity	DaysToMaturityFromStartDate	MonthsToMaturityFromStartDate	YearsToMaturityFromStartDate	RESTLAUFZEIT	EVENT	ProlongationNr	InterestEventCalc	InterestType	TOTAL_INTEREST	Year1_Interest	Year2_Interest	Year3_Interest	Year4_Interest	Year5_Interest
478	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-19 00:00:00.000	2017-05-18 00:00:00.000	2017-05-18 00:00:00.000	Assets	USD	-64136,2	2,16284	138	5	0	0	138	150	5	1	5	LIVE DATA	0	6M USD LIBOR	V	531,75	531,75	0	0	0	0
479	BANK	PREFINANCINGS	CLDD	EALLC	67821003	6,7811E+14	CCB JILIN BRANCH	2016-11-25 00:00:00.000	2017-05-22 00:00:00.000	2017-05-22 00:00:00.000	Assets	USD	-161493,28	1,82989	142	5	0	0	142	178	6	1	5	LIVE DATA	0	6M USD LIBOR	V	1165,64	1165,64	0	0	0	0
480	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-12-16 00:00:00.000	2017-06-14 00:00:00.000	2017-06-14 00:00:00.000	Assets	USD	-188717,37	2,29822	165	6	0	0	165	180	6	1	6	LIVE DATA	0	6M USD LIBOR	V	1987,86	1987,86	0	0	0	0
481	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-19 00:00:00.000	2017-06-16 00:00:00.000	2017-06-16 00:00:00.000	Assets	USD	-529033,54	2,27267	167	6	0	0	167	179	6	1	6	LIVE DATA	0	6M USD LIBOR	V	5577,42	5577,42	0	0	0	0
482	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-21 00:00:00.000	2017-06-19 00:00:00.000	2017-06-19 00:00:00.000	Assets	USD	-2914298,71	1,616	170	6	0	0	170	180	6	1	6	LIVE DATA	0	6M USD LIBOR	V	22239,34	22239,34	0	0	0	0
483	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-22 00:00:00.000	2017-06-20 00:00:00.000	2017-06-20 00:00:00.000	Assets	USD	-37261,69	2,52044	171	6	0	0	171	180	6	1	6	LIVE DATA	0	6M USD LIBOR	V	446,1	446,1	0	0	0	0
484	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 1 MONTH UNTIL 3 MONTHS	DLD	DD	67811001	2003483	CHINA CONSTRUCTION BANK TOKYO	2016-12-23 00:00:00.000	2017-03-23 00:00:00.000	2017-03-23 00:00:00.000	Liabilities	USD	94849663,28	2,01	82	3	0	0	82	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-434253,38	-434253,38	0	0	0	0
485	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-30 00:00:00.000	2017-03-23 00:00:00.000	2017-03-23 00:00:00.000	Liabilities	USD	2703518,43	1,34817	82	3	0	0	82	83	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-8302,05	-8302,05	0	0	0	0
486	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 3 MONTHS UNTIL 1 YEAR	DLD	DD	67820000	2003358	CHINA CONSTRUCTION BANK H.O.	2016-10-25 00:00:00.000	2017-04-25 00:00:00.000	2017-04-25 00:00:00.000	Liabilities	USD	23712415,82	1,4	115	4	0	0	115	182	6	1	4	LIVE DATA	0	6M USD LIBOR	V	-106047,19	-106047,19	0	0	0	0
487	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 3 MONTHS UNTIL 1 YEAR	DLD	DD	67820000	2003429	CHINA CONSTRUCTION BANK H.O.	2016-11-30 00:00:00.000	2017-05-31 00:00:00.000	2017-05-31 00:00:00.000	Liabilities	USD	28454898,99	1,71	151	5	0	0	151	182	6	1	5	LIVE DATA	0	6M USD LIBOR	V	-204092,76	-204092,76	0	0	0	0
488	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 3 MONTHS UNTIL 1 YEAR	DLD	DD	67820000	2003441	CHINA CONSTRUCTION BANK H.O.	2016-12-06 00:00:00.000	2017-06-06 00:00:00.000	2017-06-06 00:00:00.000	Liabilities	USD	47424831,64	1,8	157	6	0	0	157	182	6	1	6	LIVE DATA	0	6M USD LIBOR	V	-372284,93	-372284,93	0	0	0	0
489	BANK	BANKS TIME DEPOSITS - OVER 3 MONTHS UNTIL 1 YEAR	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-23 00:00:00.000	2017-06-19 00:00:00.000	2017-06-19 00:00:00.000	Liabilities	USD	2914298,71	1,616	170	6	0	0	170	178	6	1	6	LIVE DATA	0	6M USD LIBOR	V	-22239,34	-22239,34	0	0	0	0
490	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 3 MONTHS UNTIL 1 YEAR	DLD	DD	67811001	2003485	CHINA CONSTRUCTION BANK TOKYO	2016-12-23 00:00:00.000	2017-06-23 00:00:00.000	2017-06-23 00:00:00.000	Liabilities	USD	47424831,64	2,06	174	6	0	0	174	182	6	1	6	LIVE DATA	0	6M USD LIBOR	V	-472193,24	-472193,24	0	0	0	0
491	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803034	6,7811E+14	HOYER NEDERLAND B.V. ROTTERDAM	2015-10-02 00:00:00.000	2017-04-03 00:00:00.000	2020-10-02 00:00:00.000	Assets	EUR	-3000000	0,75	93	4	0	0	1371	1827	60	5	4	LIVE DATA	0	6M EURIBOR	V	5812,5	5812,5	0	0	0	0
492	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803608	6,7811E+14	DEUTSCHE LUFTHANSA AKTIENGESELLSCHAFT,COLOGNE	2016-04-06 00:00:00.000	2017-04-06 00:00:00.000	2021-10-06 00:00:00.000	Assets	EUR	-20000000	0,95	96	4	0	0	1740	2009	66	5	4	LIVE DATA	0	6M EURIBOR	V	50666,67	50666,67	0	0	0	0
493	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803633	6,7811E+14	PHOENIX PHARMAHANDEL GMBH & CO KG	2016-10-06 00:00:00.000	2017-04-06 00:00:00.000	2021-10-06 00:00:00.000	Assets	EUR	-8000000	0,95	96	4	0	0	1740	1826	60	5	4	LIVE DATA	0	6M EURIBOR	V	20266,67	20266,67	0	0	0	0
494	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803634	6,7811E+14	EGGER HOLZWERKSTOFFE GMBH	2016-10-06 00:00:00.000	2017-04-06 00:00:00.000	2021-10-06 00:00:00.000	Assets	EUR	-5000000	1,1	96	4	0	0	1740	1826	60	5	4	LIVE DATA	0	6M EURIBOR	V	14666,67	14666,67	0	0	0	0
495	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-12 00:00:00.000	2017-04-06 00:00:00.000	2017-04-06 00:00:00.000	Assets	EUR	-224160	0,3	96	4	0	0	96	115	4	1	4	LIVE DATA	0	3M EURIBOR	V	179,33	179,33	0	0	0	0
496	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803614	6,7811E+14	CLARIANT AG	2016-04-26 00:00:00.000	2017-04-26 00:00:00.000	2020-10-26 00:00:00.000	Assets	EUR	-7000000	0,838	116	4	0	0	1395	1644	54	4	4	LIVE DATA	0	6M EURIBOR	V	18901,56	18901,56	0	0	0	0
497	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-08 00:00:00.000	2017-02-06 00:00:00.000	2017-02-06 00:00:00.000	Assets	EUR	-184688,7	0,3	37	2	0	0	37	90	3	1	2	LIVE DATA	0	3M EURIBOR	V	56,95	56,95	0	0	0	0
498	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-08 00:00:00.000	2017-02-06 00:00:00.000	2017-02-06 00:00:00.000	Assets	EUR	-137425,55	0,3	37	2	0	0	37	90	3	1	2	LIVE DATA	0	3M EURIBOR	V	42,37	42,37	0	0	0	0
499	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-08 00:00:00.000	2017-02-06 00:00:00.000	2017-02-06 00:00:00.000	Assets	EUR	-570000	0,3	37	2	0	0	37	90	3	1	2	LIVE DATA	0	3M EURIBOR	V	175,75	175,75	0	0	0	0
500	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-11 00:00:00.000	2017-02-08 00:00:00.000	2017-02-08 00:00:00.000	Assets	EUR	-270480	0,3	39	2	0	0	39	89	3	1	2	LIVE DATA	0	3M EURIBOR	V	87,91	87,91	0	0	0	0
501	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803056	6,7811E+14	XS HOLDING GMBH	2016-09-01 00:00:00.000	2017-02-14 00:00:00.000	2018-05-05 00:00:00.000	Assets	EUR	-20000000	1,2	45	2	0	0	490	611	20	2	2	LIVE DATA	0	3M EURIBOR	V	30000	30000	0	0	0	0
502	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-23 00:00:00.000	2017-02-21 00:00:00.000	2017-02-21 00:00:00.000	Assets	EUR	-63000	0,3	52	2	0	0	52	90	3	1	2	LIVE DATA	0	3M EURIBOR	V	27,3	27,3	0	0	0	0
503	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-29 00:00:00.000	2017-02-27 00:00:00.000	2017-02-27 00:00:00.000	Assets	EUR	-543656,98	0,3	58	2	0	0	58	90	3	1	2	LIVE DATA	0	3M EURIBOR	V	262,77	262,77	0	0	0	0
504	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803031	6,7811E+14	B. BRAUN MELSUNGEN AG	2015-05-15 00:00:00.000	2017-02-28 00:00:00.000	2020-08-28 00:00:00.000	Assets	EUR	-5500000	0,5	59	2	0	0	1336	1932	63	5	2	LIVE DATA	0	6M EURIBOR	V	4506,94	4506,94	0	0	0	0
505	BANK	FORFAITING + FACTORING THIRD PARTIES	CLDL	FORFTDL	67820181	6,7816E+14	AGRICULTURAL BANK OF CHINA	2016-12-27 00:00:00.000	2017-02-28 00:00:00.000	2017-02-28 00:00:00.000	Assets	EUR	-153088	1,315	59	2	0	0	59	63	2	1	2	LIVE DATA	0	1M EURIBOR	V	329,93	329,93	0	0	0	0
506	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-01 00:00:00.000	2017-03-01 00:00:00.000	2017-03-01 00:00:00.000	Assets	EUR	-1289471,19	0,3	60	3	0	0	60	90	3	1	3	LIVE DATA	0	3M EURIBOR	V	644,74	644,74	0	0	0	0
507	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803602	6,7811E+14	FREENET AG, BUEDELSDORF	2016-03-03 00:00:00.000	2017-03-03 00:00:00.000	2021-03-03 00:00:00.000	Assets	EUR	-20000000	1	62	3	0	0	1523	1826	60	5	3	LIVE DATA	0	6M EURIBOR	V	34444,44	34444,44	0	0	0	0
508	NONE BANK	COMMERCIAL LOANS	CLDD	BLFTDD	67803635	6,7811E+14	HYTERA MOBILFUNK GMBH	2016-12-07 00:00:00.000	2017-03-07 00:00:00.000	2018-10-12 00:00:00.000	Assets	EUR	-9000000	2,85	66	3	0	0	650	674	22	2	3	LIVE DATA	0	6M EURIBOR	V	47025	47025	0	0	0	0
509	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67831070	6,7811E+14	VW FINANCIAL SERVICES AG	2015-12-15 00:00:00.000	2017-03-15 00:00:00.000	2018-12-15 00:00:00.000	Assets	EUR	-22000000	1,084	74	3	0	0	714	1096	36	3	3	LIVE DATA	0	3M EURIBOR	V	49020,89	49020,89	0	0	0	0
510	NONE BANK	COMMERCIAL LOANS	CLDD	BLFTDD	67803542	6,7811E+14	ORIENT TECHNOLOGIES B.V.	2015-09-17 00:00:00.000	2017-03-16 00:00:00.000	2017-06-05 00:00:00.000	Assets	EUR	-1500000	2	75	3	0	0	156	627	21	2	3	LIVE DATA	0	3M EURIBOR	V	6250	6250	0	0	0	0
511	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803033	6,7811E+14	LEONI AG	2015-03-18 00:00:00.000	2017-03-20 00:00:00.000	2020-03-18 00:00:00.000	Assets	EUR	-15000000	0,85	79	3	0	0	1173	1827	60	5	3	LIVE DATA	0	6M EURIBOR	V	27979,17	27979,17	0	0	0	0
512	BANK	PREFINANCINGS	CLDD	FTBRDD	67821007	6,7811E+14	CCB HENAN BRANCH	2016-12-21 00:00:00.000	2017-03-21 00:00:00.000	2017-03-21 00:00:00.000	Assets	EUR	-624621	0,5	80	3	0	0	80	90	3	1	3	LIVE DATA	0	3M EURIBOR	V	694,02	694,02	0	0	0	0
513	BANK	PREFINANCINGS	CLDD	FTBRDD	67821007	6,7811E+14	CCB HENAN BRANCH	2016-12-21 00:00:00.000	2017-03-21 00:00:00.000	2017-03-21 00:00:00.000	Assets	EUR	-572940	0,5	80	3	0	0	80	90	3	1	3	LIVE DATA	0	3M EURIBOR	V	636,6	636,6	0	0	0	0
514	BANK	PREFINANCINGS	CLDD	FTBRDD	67821007	6,7811E+14	CCB HENAN BRANCH	2016-12-21 00:00:00.000	2017-03-21 00:00:00.000	2017-03-21 00:00:00.000	Assets	EUR	-1992424	0,5	80	3	0	0	80	90	3	1	3	LIVE DATA	0	3M EURIBOR	V	2213,8	2213,8	0	0	0	0
515	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803602	6,7811E+14	FREENET AG, BUEDELSDORF	2016-11-08 00:00:00.000	2017-05-08 00:00:00.000	2020-11-09 00:00:00.000	Assets	EUR	-10000000	1	128	5	0	0	1409	1462	48	4	5	LIVE DATA	0	6M EURIBOR	V	35555,56	35555,56	0	0	0	0
516	BANK	PREFINANCINGS	CLDD	FTBRDD	67820057	6,7811E+14	CCB JIANGSU BRANCH JSX	2016-11-22 00:00:00.000	2017-05-19 00:00:00.000	2017-05-19 00:00:00.000	Assets	EUR	-1000000	0,3	139	5	0	0	139	178	6	1	5	LIVE DATA	0	6M EURIBOR	V	1158,33	1158,33	0	0	0	0
517	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803518	6,7811E+14	UNITED INTERNET AG	2014-12-01 00:00:00.000	2017-06-01 00:00:00.000	2017-12-01 00:00:00.000	Assets	EUR	-10000000	0,8	152	6	0	0	335	1096	36	3	6	LIVE DATA	0	6M EURIBOR	V	33777,78	33777,78	0	0	0	0
518	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803649	6,7811E+14	SEB S.A.	2016-12-12 00:00:00.000	2017-06-12 00:00:00.000	2021-12-13 00:00:00.000	Assets	EUR	-15000000	1	163	6	0	0	1808	1827	60	5	6	LIVE DATA	0	6M EURIBOR	V	67916,67	67916,67	0	0	0	0
519	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803532	6,7811E+14	EIFFARIE	2015-02-23 00:00:00.000	2017-06-30 00:00:00.000	2020-02-22 00:00:00.000	Assets	EUR	-6490400	0,95	181	6	0	0	1148	1825	60	5	6	LIVE DATA	0	6M EURIBOR	V	31000,67	31000,67	0	0	0	0
520	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803558	6,7811E+14	MEGAL MITTEL-EUROPAEISCHE-GASLEITUNGSGES.MBH & CO.KG	2015-06-30 00:00:00.000	2017-06-30 00:00:00.000	2020-06-30 00:00:00.000	Assets	EUR	-6000000	0,7	181	6	0	0	1277	1827	60	5	6	LIVE DATA	0	6M EURIBOR	V	21116,67	21116,67	0	0	0	0
521	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-06 00:00:00.000	2017-04-05 00:00:00.000	2017-04-05 00:00:00.000	Assets	USD	-41278,57	2,16145	95	4	0	0	95	120	4	1	4	LIVE DATA	0	3M USD LIBOR	V	235,45	235,45	0	0	0	0
522	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-06 00:00:00.000	2017-04-05 00:00:00.000	2017-04-05 00:00:00.000	Assets	USD	-38546,9	2,16145	95	4	0	0	95	120	4	1	4	LIVE DATA	0	3M USD LIBOR	V	219,86	219,86	0	0	0	0
523	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-09 00:00:00.000	2017-04-05 00:00:00.000	2017-04-05 00:00:00.000	Assets	USD	-31053,32	2,16496	95	4	0	0	95	117	4	1	4	LIVE DATA	0	3M USD LIBOR	V	177,41	177,41	0	0	0	0
524	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-06 00:00:00.000	2017-04-05 00:00:00.000	2017-04-05 00:00:00.000	Assets	USD	-512188,18	2,16145	95	4	0	0	95	120	4	1	4	LIVE DATA	0	3M USD LIBOR	V	2921,43	2921,43	0	0	0	0
525	BANK	PREFINANCINGS	CLDD	EALLC	67820056	6,7811E+14	CCB LIAONING BRANCH	2016-11-07 00:00:00.000	2017-09-07 00:00:00.000	2017-09-07 00:00:00.000	Assets	EUR	-2425054,9	0,35	250	9	0	0	250	304	10	1	9	LIVE DATA	0	9M EURIBOR	V	5894,23	5894,23	0	0	0	0
526	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-27 00:00:00.000	2017-03-27 00:00:00.000	2017-03-27 00:00:00.000	Assets	EUR	-800577,99	0,5	86	3	0	0	86	90	3	1	3	LIVE DATA	0	3M EURIBOR	V	956,25	956,25	0	0	0	0
527	BANK	PREFINANCINGS	CLDD	FTBRDD	67820057	6,7811E+14	CCB JIANGSU BRANCH JSX	2016-11-01 00:00:00.000	2017-04-26 00:00:00.000	2017-04-26 00:00:00.000	Assets	EUR	-2004000	0,3	116	4	0	0	116	176	5	1	4	LIVE DATA	0	6M EURIBOR	V	1937,2	1937,2	0	0	0	0
528	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-28 00:00:00.000	2017-02-17 00:00:00.000	2017-02-17 00:00:00.000	Assets	USD	-720753,11	1,63706	48	2	0	0	48	81	3	1	2	LIVE DATA	0	3M USD LIBOR	V	1573,22	1573,22	0	0	0	0
529	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-28 00:00:00.000	2017-02-17 00:00:00.000	2017-02-17 00:00:00.000	Assets	USD	-447528,22	1,63706	48	2	0	0	48	81	3	1	2	LIVE DATA	0	3M USD LIBOR	V	976,84	976,84	0	0	0	0
530	BANK	FORFAITING + FACTORING THIRD PARTIES	CLDL	FORFTDL	67820181	6,7816E+14	AGRICULTURAL BANK OF CHINA	2016-12-05 00:00:00.000	2017-02-07 00:00:00.000	2017-02-07 00:00:00.000	Assets	EUR	-772800	1,314	38	2	0	0	38	64	2	1	2	LIVE DATA	0	1M EURIBOR	V	1071,87	1071,87	0	0	0	0
531	BANK	FORFAITING + FACTORING THIRD PARTIES	CLDL	FORFTDL	67820397	6,7816E+14	BANK OF CHINA HO BEIJING	2016-12-27 00:00:00.000	2017-02-08 00:00:00.000	2017-02-08 00:00:00.000	Assets	EUR	-75482	1,336	39	2	0	0	39	43	2	1	2	LIVE DATA	0	1M EURIBOR	V	109,25	109,25	0	0	0	0
