ID	ClientType	BusinessType	Contract Type	ProductType	ClientNr	ContractClear	Counterparty/Issuer	StartDate	Next Event	Final Matu	Type	CURRENCY	Principal Amount/Value Balance(EUR Equ)	InterestRate	DaysToEventDate	MonthsToEventDate	MonthsToStartDate	YearsToStartDate	DaysToMaturity	DaysToMaturityFromStartDate	MonthsToMaturityFromStartDate	YearsToMaturityFromStartDate	RESTLAUFZEIT	EVENT	ProlongationNr	InterestEventCalc	InterestType	TOTAL_INTEREST	Year1_Interest	Year2_Interest	Year3_Interest	Year4_Interest	Year5_Interest
401	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-22 00:00:00.000	2017-02-07 00:00:00.000	2017-02-07 00:00:00.000	Assets	USD	-197657,21	1,61622	38	2	0	0	38	77	3	1	2	LIVE DATA	0	3M USD LIBOR	V	337,21	337,21	0	0	0	0
402	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-12-13 00:00:00.000	2017-03-07 00:00:00.000	2017-03-07 00:00:00.000	Assets	USD	-303111,07	2,0565	66	3	0	0	66	84	3	1	3	LIVE DATA	0	3M USD LIBOR	V	1142,8	1142,8	0	0	0	0
403	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-07 00:00:00.000	2017-03-07 00:00:00.000	2017-03-07 00:00:00.000	Assets	USD	-658228,21	2,04806	66	3	0	0	66	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	2471,5	2471,5	0	0	0	0
404	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-07 00:00:00.000	2017-03-07 00:00:00.000	2017-03-07 00:00:00.000	Assets	USD	-154166,75	2,04806	66	3	0	0	66	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	578,86	578,86	0	0	0	0
405	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-13 00:00:00.000	2017-03-03 00:00:00.000	2017-03-03 00:00:00.000	Liabilities	USD	7700778,91	1,2565	62	3	0	0	62	80	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-16664,27	-16664,27	0	0	0	0
406	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-13 00:00:00.000	2017-03-06 00:00:00.000	2017-03-06 00:00:00.000	Liabilities	USD	2793246,29	1,2565	65	3	0	0	65	83	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-6336,98	-6336,98	0	0	0	0
407	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-16 00:00:00.000	2017-03-08 00:00:00.000	2017-03-08 00:00:00.000	Liabilities	USD	9852551,23	1,27039	67	3	0	0	67	82	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-23294,75	-23294,75	0	0	0	0
408	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 3 MONTHS UNTIL 1 YEAR	DLD	DD	67820000	2003293	CHINA CONSTRUCTION BANK H.O.	2016-09-15 00:00:00.000	2017-03-15 00:00:00.000	2017-03-15 00:00:00.000	Liabilities	USD	22763919,19	1,27	74	3	0	0	74	181	6	1	3	LIVE DATA	0	6M USD LIBOR	V	-59426,48	-59426,48	0	0	0	0
409	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-29 00:00:00.000	2017-04-26 00:00:00.000	2017-04-26 00:00:00.000	Assets	EUR	-243600	0,5	116	4	0	0	116	118	4	1	4	LIVE DATA	0	3M EURIBOR	V	392,47	392,47	0	0	0	0
410	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-16 00:00:00.000	2017-03-15 00:00:00.000	2017-03-15 00:00:00.000	Liabilities	USD	9079954,9	1,27039	74	3	0	0	74	89	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-23711,01	-23711,01	0	0	0	0
411	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-23 00:00:00.000	2017-03-21 00:00:00.000	2017-03-21 00:00:00.000	Liabilities	USD	7821105,95	1,29761	80	3	0	0	80	88	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-22552,77	-22552,77	0	0	0	0
412	BANK	BANKS TIME DEPOSITS - OVER 1 MONTH UNTIL 3 MONTHS	MMDP	MMRFSF	67820285	6,7825E+14	ING BANK NV HONG KONG BRANCH	2016-12-30 00:00:00.000	2017-03-23 00:00:00.000	2017-03-23 00:00:00.000	Liabilities	USD	10191451,17	1,34817	82	3	0	0	82	83	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-31296,23	-31296,23	0	0	0	0
413	BANK	BANKS TIME DEPOSITS - INTERGROUP - OVER 1 MONTH UNTIL 3 MONTHS	DLD	DD	67811001	2003484	CHINA CONSTRUCTION BANK TOKYO	2016-12-23 00:00:00.000	2017-03-23 00:00:00.000	2017-03-23 00:00:00.000	Liabilities	USD	94849663,28	2,01	82	3	0	0	82	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	-434253,38	-434253,38	0	0	0	0
414	BANK	PREFINANCINGS	CLDD	EALLC	67820076	6,7811E+14	CCB NINGBO BRANCH INT.DEPT.	2016-12-15 00:00:00.000	2017-03-08 00:00:00.000	2017-03-08 00:00:00.000	Assets	USD	-94223,66	2,06344	67	3	0	0	67	83	3	1	3	LIVE DATA	0	3M USD LIBOR	V	361,85	361,85	0	0	0	0
415	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-12-14 00:00:00.000	2017-03-08 00:00:00.000	2017-03-08 00:00:00.000	Assets	USD	-560917,2	2,05872	67	3	0	0	67	84	3	1	3	LIVE DATA	0	3M USD LIBOR	V	2149,16	2149,16	0	0	0	0
416	BANK	PREFINANCINGS	CLDD	EALLC	67820058	6,7811E+14	CCB HEBEI BRANCH	2016-12-14 00:00:00.000	2017-03-08 00:00:00.000	2017-03-08 00:00:00.000	Assets	USD	-9852551,23	1,65872	67	3	0	0	67	84	3	1	3	LIVE DATA	0	3M USD LIBOR	V	30415,44	30415,44	0	0	0	0
417	BANK	MM TRANSACTIONS	DLD	LD	67803657	2003490	BANK OF COMMUNICATIONS SEOUL BRANCH	2016-12-23 00:00:00.000	2017-03-23 00:00:00.000	2017-03-23 00:00:00.000	Assets	USD	-56909797,97	2,04	82	3	0	0	82	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	264440,86	264440,86	0	0	0	0
418	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-23 00:00:00.000	2017-03-23 00:00:00.000	2017-03-23 00:00:00.000	Assets	USD	-147260,83	2,19761	82	3	0	0	82	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	737,14	737,14	0	0	0	0
419	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-01 00:00:00.000	2017-03-24 00:00:00.000	2017-03-24 00:00:00.000	Assets	USD	-35810,49	1,73413	83	3	0	0	83	143	4	1	3	LIVE DATA	0	6M USD LIBOR	V	143,18	143,18	0	0	0	0
420	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-08 00:00:00.000	2017-03-08 00:00:00.000	2017-03-08 00:00:00.000	Assets	USD	-65395,05	2,05083	67	3	0	0	67	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	249,6	249,6	0	0	0	0
421	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-09-09 00:00:00.000	2017-03-08 00:00:00.000	2017-03-08 00:00:00.000	Assets	USD	-671511,47	1,5836	67	3	0	0	67	180	6	1	3	LIVE DATA	0	6M USD LIBOR	V	1979,12	1979,12	0	0	0	0
422	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-19 00:00:00.000	2017-03-09 00:00:00.000	2017-03-09 00:00:00.000	Assets	USD	-35671,06	2,14317	68	3	0	0	68	80	3	1	3	LIVE DATA	0	3M USD LIBOR	V	144,4	144,4	0	0	0	0
423	BANK	PREFINANCINGS	CLDD	FTBRDD	67820060	6,7811E+14	CCB HUNAN BRANCH HUX	2016-09-29 00:00:00.000	2017-03-28 00:00:00.000	2017-03-28 00:00:00.000	Assets	USD	-4591300,63	1,49194	87	3	0	0	87	180	6	1	3	LIVE DATA	0	6M USD LIBOR	V	16554,03	16554,03	0	0	0	0
424	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-29 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-222289,67	2,19706	88	3	0	0	88	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	1193,83	1193,83	0	0	0	0
425	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-29 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-819627,84	2,19706	88	3	0	0	88	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	4401,89	4401,89	0	0	0	0
426	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-11-09 00:00:00.000	2017-02-07 00:00:00.000	2017-02-07 00:00:00.000	Assets	USD	-321369,55	1,43678	38	2	0	0	38	90	3	1	2	LIVE DATA	0	3M USD LIBOR	V	487,39	487,39	0	0	0	0
427	BANK	FORFAITING + FACTORING IC	CLDL	FORFTIB	67820063	6,7811E+14	CCB SHENZHEN	2016-11-10 00:00:00.000	2017-02-08 00:00:00.000	2017-02-08 00:00:00.000	Assets	USD	-1292016,14	1,48233	39	2	0	0	39	90	3	1	2	LIVE DATA	0	3M USD LIBOR	V	2074,79	2074,79	0	0	0	0
428	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-16 00:00:00.000	2017-02-08 00:00:00.000	2017-02-08 00:00:00.000	Assets	USD	-393521,77	1,56122	39	2	0	0	39	84	3	1	2	LIVE DATA	0	3M USD LIBOR	V	665,57	665,57	0	0	0	0
429	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-21 00:00:00.000	2017-02-09 00:00:00.000	2017-02-09 00:00:00.000	Assets	USD	-82280,19	1,61122	40	2	0	0	40	80	3	1	2	LIVE DATA	0	3M USD LIBOR	V	147,3	147,3	0	0	0	0
430	NONE BANK	SYNDICATED LOANS	CLDD	SYFTDD	67803575	6,7811E+14	AMER SPORTS CORPORATION,HELSINKI	2015-08-10 00:00:00.000	2017-02-10 00:00:00.000	2021-02-10 00:00:00.000	Assets	USD	-18969932,66	2,38233	41	2	0	0	1502	2011	66	6	2	LIVE DATA	0	3M USD LIBOR	V	51469,4	51469,4	0	0	0	0
431	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-18 00:00:00.000	2017-02-10 00:00:00.000	2017-02-10 00:00:00.000	Assets	USD	-1128599,07	1,55872	41	2	0	0	41	84	3	1	2	LIVE DATA	0	3M USD LIBOR	V	2003,5	2003,5	0	0	0	0
432	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-29 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-237895,1	2,19706	88	3	0	0	88	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	1277,64	1277,64	0	0	0	0
433	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-12-29 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-155259,41	2,19706	88	3	0	0	88	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	833,83	833,83	0	0	0	0
434	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-04 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-53257,33	1,72404	88	3	0	0	88	145	4	1	3	LIVE DATA	0	6M USD LIBOR	V	224,44	224,44	0	0	0	0
435	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-04 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-17423,05	1,72404	88	3	0	0	88	145	4	1	3	LIVE DATA	0	6M USD LIBOR	V	73,43	73,43	0	0	0	0
436	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-29 00:00:00.000	2017-03-29 00:00:00.000	2017-03-29 00:00:00.000	Assets	USD	-796737,17	2,19706	88	3	0	0	88	90	3	1	3	LIVE DATA	0	3M USD LIBOR	V	4278,95	4278,95	0	0	0	0
437	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-21 00:00:00.000	2017-04-20 00:00:00.000	2017-04-20 00:00:00.000	Assets	USD	-412816,09	2,30208	110	4	0	0	110	120	4	1	4	LIVE DATA	0	3M USD LIBOR	V	2903,8	2903,8	0	0	0	0
438	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-04 00:00:00.000	2017-04-06 00:00:00.000	2017-04-06 00:00:00.000	Assets	USD	-61243,12	1,72404	96	4	0	0	96	153	5	1	4	LIVE DATA	0	6M USD LIBOR	V	281,56	281,56	0	0	0	0
439	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-04 00:00:00.000	2017-04-06 00:00:00.000	2017-04-06 00:00:00.000	Assets	USD	-119935,5	1,72404	96	4	0	0	96	153	5	1	4	LIVE DATA	0	6M USD LIBOR	V	551,4	551,4	0	0	0	0
440	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-11-14 00:00:00.000	2017-02-10 00:00:00.000	2017-02-10 00:00:00.000	Assets	USD	-270263,01	1,50206	41	2	0	0	41	88	3	1	2	LIVE DATA	0	3M USD LIBOR	V	462,33	462,33	0	0	0	0
441	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-11-14 00:00:00.000	2017-02-10 00:00:00.000	2017-02-10 00:00:00.000	Assets	USD	-267798,22	1,50206	41	2	0	0	41	88	3	1	2	LIVE DATA	0	3M USD LIBOR	V	458,12	458,12	0	0	0	0
442	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-08-16 00:00:00.000	2017-02-10 00:00:00.000	2017-02-10 00:00:00.000	Assets	USD	-316737,17	1,6067	41	2	0	0	41	178	6	1	2	LIVE DATA	0	6M USD LIBOR	V	579,58	579,58	0	0	0	0
443	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-21 00:00:00.000	2017-02-13 00:00:00.000	2017-02-13 00:00:00.000	Assets	USD	-245745,99	1,56122	44	2	0	0	44	84	3	1	2	LIVE DATA	0	3M USD LIBOR	V	468,92	468,92	0	0	0	0
444	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-09 00:00:00.000	2017-02-13 00:00:00.000	2017-02-13 00:00:00.000	Assets	USD	-116323,63	1,60837	44	2	0	0	44	96	3	1	2	LIVE DATA	0	3M USD LIBOR	V	228,67	228,67	0	0	0	0
445	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-22 00:00:00.000	2017-02-14 00:00:00.000	2017-02-14 00:00:00.000	Assets	USD	-1146992,32	1,61622	45	2	0	0	45	84	3	1	2	LIVE DATA	0	3M USD LIBOR	V	2317,24	2317,24	0	0	0	0
446	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-16 00:00:00.000	2017-03-10 00:00:00.000	2017-03-10 00:00:00.000	Assets	USD	-339713,88	2,07039	69	3	0	0	69	84	3	1	3	LIVE DATA	0	3M USD LIBOR	V	1348,07	1348,07	0	0	0	0
447	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-16 00:00:00.000	2017-03-10 00:00:00.000	2017-03-10 00:00:00.000	Assets	USD	-379398,65	2,07039	69	3	0	0	69	84	3	1	3	LIVE DATA	0	3M USD LIBOR	V	1505,55	1505,55	0	0	0	0
448	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-09-14 00:00:00.000	2017-03-10 00:00:00.000	2017-03-10 00:00:00.000	Assets	USD	-279180,88	1,75528	69	3	0	0	69	177	6	1	3	LIVE DATA	0	6M USD LIBOR	V	939,24	939,24	0	0	0	0
449	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-17 00:00:00.000	2017-02-15 00:00:00.000	2017-02-15 00:00:00.000	Assets	USD	-1894644,6	1,55622	46	2	0	0	46	90	3	1	2	LIVE DATA	0	3M USD LIBOR	V	3767,51	3767,51	0	0	0	0
450	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-25 00:00:00.000	2017-02-16 00:00:00.000	2017-02-16 00:00:00.000	Assets	USD	-312330,46	1,63011	47	2	0	0	47	83	3	1	2	LIVE DATA	0	3M USD LIBOR	V	664,7	664,7	0	0	0	0
451	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-25 00:00:00.000	2017-02-16 00:00:00.000	2017-02-16 00:00:00.000	Assets	USD	-139723,04	1,63011	47	2	0	0	47	83	3	1	2	LIVE DATA	0	3M USD LIBOR	V	297,36	297,36	0	0	0	0
452	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-09-14 00:00:00.000	2017-03-10 00:00:00.000	2017-03-10 00:00:00.000	Assets	USD	-94364,22	1,75528	69	3	0	0	69	177	6	1	3	LIVE DATA	0	6M USD LIBOR	V	317,47	317,47	0	0	0	0
453	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-10-21 00:00:00.000	2017-03-10 00:00:00.000	2017-03-10 00:00:00.000	Assets	USD	-26011,88	1,7307	69	3	0	0	69	140	5	1	3	LIVE DATA	0	6M USD LIBOR	V	86,29	86,29	0	0	0	0
454	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-10-13 00:00:00.000	2017-03-13 00:00:00.000	2017-03-13 00:00:00.000	Assets	USD	-16034,05	1,8635	72	3	0	0	72	151	5	1	3	LIVE DATA	0	6M USD LIBOR	V	59,76	59,76	0	0	0	0
455	BANK	PREFINANCINGS	CLDD	EALLC	67820063	6,7811E+14	CCB SHENZHEN	2016-11-25 00:00:00.000	2017-02-16 00:00:00.000	2017-02-16 00:00:00.000	Assets	USD	-166527,55	1,63011	47	2	0	0	47	83	3	1	2	LIVE DATA	0	3M USD LIBOR	V	354,4	354,4	0	0	0	0
456	NONE BANK	COMMERCIAL LOANS	CLDD	BLFTDD	67803581	6,7811E+14	KNOWLEDGE SILICON VALLEY LIMITED,UNITED KINGDOM	2015-09-17 00:00:00.000	2017-02-17 00:00:00.000	2017-08-01 00:00:00.000	Assets	USD	-18969932,66	2,90872	48	2	0	0	213	684	23	2	2	LIVE DATA	0	3M USD LIBOR	V	73570,96	73570,96	0	0	0	0
457	BANK	PREFINANCINGS	CLDD	EALLC	67820058	6,7811E+14	CCB HEBEI BRANCH	2016-11-25 00:00:00.000	2017-02-17 00:00:00.000	2017-02-17 00:00:00.000	Assets	USD	-8009426,8	1,23511	48	2	0	0	48	84	3	1	2	LIVE DATA	0	3M USD LIBOR	V	13190,03	13190,03	0	0	0	0
458	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-10-27 00:00:00.000	2017-04-10 00:00:00.000	2017-04-10 00:00:00.000	Assets	USD	-1003928,25	1,86044	100	4	0	0	100	165	6	1	4	LIVE DATA	0	6M USD LIBOR	V	5188,19	5188,19	0	0	0	0
459	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-01 00:00:00.000	2017-04-10 00:00:00.000	2017-04-10 00:00:00.000	Assets	USD	-31053,32	2,022	100	4	0	0	100	130	4	1	4	LIVE DATA	0	3M USD LIBOR	V	174,42	174,42	0	0	0	0
460	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-10-18 00:00:00.000	2017-04-11 00:00:00.000	2017-04-11 00:00:00.000	Assets	USD	-199186,28	1,76228	101	4	0	0	101	175	6	1	4	LIVE DATA	0	6M USD LIBOR	V	984,81	984,81	0	0	0	0
461	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-11-09 00:00:00.000	2017-04-13 00:00:00.000	2017-04-13 00:00:00.000	Assets	USD	-91724,21	1,85156	103	4	0	0	103	155	5	1	4	LIVE DATA	0	6M USD LIBOR	V	485,91	485,91	0	0	0	0
462	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-19 00:00:00.000	2017-05-18 00:00:00.000	2017-05-18 00:00:00.000	Assets	USD	-64002,59	2,16284	138	5	0	0	138	150	5	1	5	LIVE DATA	0	6M USD LIBOR	V	530,64	530,64	0	0	0	0
463	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-10-13 00:00:00.000	2017-03-13 00:00:00.000	2017-03-13 00:00:00.000	Assets	USD	-261147,68	1,8635	72	3	0	0	72	151	5	1	3	LIVE DATA	0	6M USD LIBOR	V	973,3	973,3	0	0	0	0
464	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-01 00:00:00.000	2017-03-13 00:00:00.000	2017-03-13 00:00:00.000	Assets	USD	-48563,03	1,90134	72	3	0	0	72	102	3	1	3	LIVE DATA	0	3M USD LIBOR	V	184,67	184,67	0	0	0	0
465	NONE BANK	COMMERCIAL LOANS	CLDD	BLFNBD	67831203	2,00809E+14	SNC KUMQUAT 2 BAIL	2008-04-17 00:00:00.000	2017-04-17 00:00:00.000	2018-04-17 00:00:00.000	Assets	USD	-1147893,29	1,96228	107	4	0	0	472	3652	120	10	4	LIVE DATA	0	6M USD LIBOR	V	6694,9	6694,9	0	0	0	0
466	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-08 00:00:00.000	2017-04-17 00:00:00.000	2017-04-17 00:00:00.000	Assets	USD	-73481,93	2,27909	107	4	0	0	107	130	4	1	4	LIVE DATA	0	3M USD LIBOR	V	497,76	497,76	0	0	0	0
467	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-21 00:00:00.000	2017-04-20 00:00:00.000	2017-04-20 00:00:00.000	Assets	USD	-540874	2,30208	110	4	0	0	110	120	4	1	4	LIVE DATA	0	3M USD LIBOR	V	3804,58	3804,58	0	0	0	0
468	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-23 00:00:00.000	2017-04-21 00:00:00.000	2017-04-21 00:00:00.000	Assets	USD	-66515,49	2,30337	111	4	0	0	111	119	4	1	4	LIVE DATA	0	3M USD LIBOR	V	472,4	472,4	0	0	0	0
469	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-23 00:00:00.000	2017-04-21 00:00:00.000	2017-04-21 00:00:00.000	Assets	USD	-1078547,38	2,30337	111	4	0	0	111	119	4	1	4	LIVE DATA	0	3M USD LIBOR	V	7659,91	7659,91	0	0	0	0
470	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-27 00:00:00.000	2017-04-26 00:00:00.000	2017-04-26 00:00:00.000	Assets	USD	-52774,35	2,51656	116	4	0	0	116	120	4	1	4	LIVE DATA	0	3M USD LIBOR	V	427,94	427,94	0	0	0	0
471	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-01 00:00:00.000	2017-04-27 00:00:00.000	2017-04-27 00:00:00.000	Assets	USD	-64180,75	2,022	117	4	0	0	117	147	4	1	4	LIVE DATA	0	6M USD LIBOR	V	421,76	421,76	0	0	0	0
472	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-22 00:00:00.000	2017-04-28 00:00:00.000	2017-04-28 00:00:00.000	Assets	USD	-23289,99	2,41236	118	4	0	0	118	127	4	1	4	LIVE DATA	0	3M USD LIBOR	V	184,16	184,16	0	0	0	0
473	BANK	PREFINANCINGS	CLDD	FTBRDD	67820080	6,7811E+14	CCB JIANGXI BRANCH	2016-11-02 00:00:00.000	2017-04-28 00:00:00.000	2017-04-28 00:00:00.000	Assets	USD	-1688553,68	1,656	118	4	0	0	118	177	5	1	4	LIVE DATA	0	6M USD LIBOR	V	9165,47	9165,47	0	0	0	0
474	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-23 00:00:00.000	2017-05-02 00:00:00.000	2017-05-02 00:00:00.000	Assets	USD	-19334,91	2,40987	122	5	0	0	122	130	5	1	5	LIVE DATA	0	3M USD LIBOR	V	157,9	157,9	0	0	0	0
475	BANK	PREFINANCINGS	CLDD	FTBRDD	67821003	6,7811E+14	CCB JILIN BRANCH	2016-11-04 00:00:00.000	2017-05-03 00:00:00.000	2017-05-03 00:00:00.000	Assets	USD	-257884,85	1,74822	123	5	0	0	123	180	6	1	5	LIVE DATA	0	6M USD LIBOR	V	1540,37	1540,37	0	0	0	0
476	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-06 00:00:00.000	2017-05-05 00:00:00.000	2017-05-05 00:00:00.000	Assets	USD	-129163,2	2,2765	125	5	0	0	125	150	5	1	5	LIVE DATA	0	6M USD LIBOR	V	1020,97	1020,97	0	0	0	0
477	BANK	PREFINANCINGS	CLDD	FTBRDD	67820077	6,7811E+14	CCB DALIAN BRANCH	2016-12-12 00:00:00.000	2017-05-05 00:00:00.000	2017-05-05 00:00:00.000	Assets	USD	-21955,42	2,27983	125	5	0	0	125	144	5	1	5	LIVE DATA	0	6M USD LIBOR	V	173,8	173,8	0	0	0	0
