Date;Time;Event;ProcName;SystemName
30.10.2018;22:51:34;Check if new Bookings exist for Account: 1072200536;NOSTRO ACCOUNT: 1072200536 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:50;There are no new Bookings for Account: 1072200536;NOSTRO ACCOUNT: 1072200536 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:50;The Automatic Reconciliation for Nostro Account: 1072200536  is finished;NOSTRO ACCOUNT: 1072200536 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:50;Starting Automatic Nostro Reconciliation for Account: 1072200535;NOSTRO ACCOUNT: 1072200535 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:50;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200535 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:50;Check if new Bookings exist for Account: 1072200535;NOSTRO ACCOUNT: 1072200535 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:05;There are no new Bookings for Account: 1072200535;NOSTRO ACCOUNT: 1072200535 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:05;The Automatic Reconciliation for Nostro Account: 1072200535  is finished;NOSTRO ACCOUNT: 1072200535 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:05;Starting Automatic Nostro Reconciliation for Account: 1072200534;NOSTRO ACCOUNT: 1072200534 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:05;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200534 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:05;Check if new Bookings exist for Account: 1072200534;NOSTRO ACCOUNT: 1072200534 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:21;There are no new Bookings for Account: 1072200534;NOSTRO ACCOUNT: 1072200534 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:21;The Automatic Reconciliation for Nostro Account: 1072200534  is finished;NOSTRO ACCOUNT: 1072200534 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:21;Starting Automatic Nostro Reconciliation for Account: 1072200533;NOSTRO ACCOUNT: 1072200533 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:21;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200533 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:21;Check if new Bookings exist for Account: 1072200533;NOSTRO ACCOUNT: 1072200533 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:36;There are no new Bookings for Account: 1072200533;NOSTRO ACCOUNT: 1072200533 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:36;The Automatic Reconciliation for Nostro Account: 1072200533  is finished;NOSTRO ACCOUNT: 1072200533 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:36;Starting Automatic Nostro Reconciliation for Account: 1072200532;NOSTRO ACCOUNT: 1072200532 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:36;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200532 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:36;Check if new Bookings exist for Account: 1072200532;NOSTRO ACCOUNT: 1072200532 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:52;There are no new Bookings for Account: 1072200532;NOSTRO ACCOUNT: 1072200532 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:52;The Automatic Reconciliation for Nostro Account: 1072200532  is finished;NOSTRO ACCOUNT: 1072200532 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:52;Starting Automatic Nostro Reconciliation for Account: 1072200501;NOSTRO ACCOUNT: 1072200501 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:52;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200501 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:52:52;Check if new Bookings exist for Account: 1072200501;NOSTRO ACCOUNT: 1072200501 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:07;There are no new Bookings for Account: 1072200501;NOSTRO ACCOUNT: 1072200501 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:07;The Automatic Reconciliation for Nostro Account: 1072200501  is finished;NOSTRO ACCOUNT: 1072200501 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:07;Starting Automatic Nostro Reconciliation for Account: 1072200500;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:07;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:07;Check if new Bookings exist for Account: 1072200500;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:38;3 bookings fund for Account: 1072200500;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:38;Check if Reconciliation allready exists on 29.10.2018 for Account: 1072200500;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Reconciliation not exist on 29.10.2018 for Account: 1072200500;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Block Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Drop Temporary Tables if Present;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Create Temporary Table:#Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Create Temporary Table:#Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Create Temporary Table:#Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Create Temporary Table:#Temp_SEPA_RECONS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Delete Current Date from NOSTRO_ACCOUNT_RECONCILIATIONS for specific NOSTRO ACCOUNT;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Insert Last Open Items to Reconciliation History;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:40;Insert all INTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:56;Insert Reference Code in Description if Description is NULL (Empty);NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:56;Update NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS with Internal Account and Nostro Name;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:56;Insert all EXTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN and Update Reconciliation Date=RiskDate;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:58;Update BookingRoute,ID_IB,Booking Date,Value Date,CCY, Amount, Description for all Items with Booking Route=EXTERNAL;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:58;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:58;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:58;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:58;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile Internal bookings first (ONLY TRF BAL - TRANSFER BALANCES);NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile INTERNAL-EXTERNAL based on First Description;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile INTERNAL-EXTERNAL based on Second Description;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile INTERNAL-EXTERNAL based on Description=Supplementary Details External;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile INTERNAL-EXTERNAL based on Reference_AccountOwner_IB_Second=Reference Acc. Owner External;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reset all Reconciled Bookings to N if Value Date>Current Reconciliation Date;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;UPDATE all EXTERNAL Bookings related to the INTERNAL Reconciled;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Insert all SEPA CREDIT + DEBIT BULKS to #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Delete Duplicates in #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Insert SEPA CREDIT + DEBIT ITEMS in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Delete Duplicates in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile SEPA CREDITS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA CREDITS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Insert Last Unreconciled Internal Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Insert Last Unreconciled External Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Set Reconciled=AccountNr_INTERNAL+N+CounterNr in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Check if Count INTERNAL+EXTERNAL Bookings is equal in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp and start Reconcile;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Insert Last Unreconciled Bookings with the different Reference (ONLY BUNDESBANK Postings)-ABS(Amount1)=ABS(Amount2);NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile with ID_1 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Reconcile with ID_2 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:53:59;Insert Reconciled Postings to NOSTRO_ACC_RECONCILIATIONS from NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:00;Set Reconciled BookingsNr=0 where Reconciled Booking Nr. not in 1,2,3,4,5;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:04;Set Reconciled BookingsNr=Min+1 where Reconciled Booking Nr.=0;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Recognize Wrong Reconciliations and insert them to #Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Insert Wrong Reconciliations to NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Delete Wrong reconciliations in NOSTRO_ACC_RECONCILIATIONS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Delete Reconclied Postings in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Delete insuficiant Data in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Update Reference_AccountOwner_IB_First,Reference_AccountOwner_IB_Second in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Drop all Temporary Tables;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Release Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;The Automatic Reconciliation for Nostro Account: 1072200500  is finished;NOSTRO ACCOUNT: 1072200500 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Starting Automatic Nostro Reconciliation for Account: 1040201257;NOSTRO ACCOUNT: 1040201257 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1040201257 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:08;Check if new Bookings exist for Account: 1040201257;NOSTRO ACCOUNT: 1040201257 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:24;There are no new Bookings for Account: 1040201257;NOSTRO ACCOUNT: 1040201257 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:24;The Automatic Reconciliation for Nostro Account: 1040201257  is finished;NOSTRO ACCOUNT: 1040201257 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:24;Starting Automatic Nostro Reconciliation for Account: 1040201256;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:24;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:24;Check if new Bookings exist for Account: 1040201256;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:55;5 bookings fund for Account: 1040201256;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:55;Check if Reconciliation allready exists on 29.10.2018 for Account: 1040201256;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Reconciliation not exist on 29.10.2018 for Account: 1040201256;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Block Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Drop Temporary Tables if Present;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Create Temporary Table:#Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Create Temporary Table:#Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Create Temporary Table:#Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Create Temporary Table:#Temp_SEPA_RECONS;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Delete Current Date from NOSTRO_ACCOUNT_RECONCILIATIONS for specific NOSTRO ACCOUNT;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Insert Last Open Items to Reconciliation History;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:54:57;Insert all INTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 1040201256 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
