Date;Time;Event;ProcName;SystemName
30.10.2018;14:25:00;;NOSTRO ACCOUNT:  AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;14:25:00;1;NOSTRO ACCOUNT:  AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;14:25:00;2;NOSTRO ACCOUNT:  AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;14:25:00;3;NOSTRO ACCOUNT:  AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:12;Starting Automatic Nostro Reconciliation for Account: 9000902011;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:12;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:16;Check if new Bookings exist for Account: 9000902011;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:50;2804 bookings fund for Account: 9000902011;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:50;Check if Reconciliation allready exists on 29.10.2018 for Account: 9000902011;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Reconciliation not exist on 29.10.2018 for Account: 9000902011;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Block Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Drop Temporary Tables if Present;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Create Temporary Table:#Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Create Temporary Table:#Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Create Temporary Table:#Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Create Temporary Table:#Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Create Temporary Table:#Temp_SEPA_RECONS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:47:52;Delete Current Date from NOSTRO_ACCOUNT_RECONCILIATIONS for specific NOSTRO ACCOUNT;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:01;Insert Last Open Items to Reconciliation History;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:01;Insert all INTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:18;Insert Reference Code in Description if Description is NULL (Empty);NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:18;Update NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS with Internal Account and Nostro Name;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:18;Insert all EXTERNAL Bookings (Open and New) to NOSTRO_ACC_RECONCILIATION_OPEN and Update Reconciliation Date=RiskDate;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:22;Update BookingRoute,ID_IB,Booking Date,Value Date,CCY, Amount, Description for all Items with Booking Route=EXTERNAL;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:22;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:22;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:22;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:22;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:41;Reconcile Internal bookings first (ONLY TRF BAL - TRANSFER BALANCES);NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:41;Reconcile INTERNAL-EXTERNAL based on First Description;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:41;Reconcile INTERNAL-EXTERNAL based on Second Description;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Reconcile INTERNAL-EXTERNAL based on Description=Supplementary Details External;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Reconcile INTERNAL-EXTERNAL based on Reference_AccountOwner_IB_Second=Reference Acc. Owner External;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Reset all Reconciled Bookings to N if Value Date>Current Reconciliation Date;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;UPDATE all EXTERNAL Bookings related to the INTERNAL Reconciled;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Insert all SEPA CREDIT + DEBIT BULKS to #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Delete Duplicates in #Temp_SEPA_RECON_BULK_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Insert SEPA CREDIT + DEBIT ITEMS in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Delete Duplicates in #Temp_SEPA_RECON_ITEMS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Reconcile SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:42;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA DIRECT DEBITS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:43;Reconcile SEPA CREDITS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:43;Set Reconciliation Tags to Y to NOSTRO_ACC_RECONCILIATIONS_OPEN for all reconciled SEPA CREDITS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:43;Insert Last Unreconciled Internal Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:43;Insert Last Unreconciled External Bookings with the same Reference (ONLY BUNDESBANK Postings);NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:43;Set Reconciled=AccountNr_INTERNAL+N+CounterNr in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:43;Check if Count INTERNAL+EXTERNAL Bookings is equal in #Temp_NOSTRO_ACC_RECONCILIATIONS_Temp and start Reconcile;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:44;Insert Last Unreconciled Bookings with the different Reference (ONLY BUNDESBANK Postings)-ABS(Amount1)=ABS(Amount2);NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:44;Reconcile with ID_1 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:44;Reconcile with ID_2 in NOSTRO_ACC_RECONCILIATION_OPEN from #Temp_NOSTRO_ACC_RECONCILIATIONS_INTERNAL_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:44;Insert Reconciled Postings to NOSTRO_ACC_RECONCILIATIONS from NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:44;Set Reconciled BookingsNr=0 where Reconciled Booking Nr. not in 1,2,3,4,5;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:49;Set Reconciled BookingsNr=Min+1 where Reconciled Booking Nr.=0;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:56;Recognize Wrong Reconciliations and insert them to #Temp_FALSE_RECONCILIATIONS_Temp;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:56;Insert Wrong Reconciliations to NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:56;Delete Wrong reconciliations in NOSTRO_ACC_RECONCILIATIONS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:56;Delete Reconclied Postings in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:56;Delete insuficiant Data in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Update Reference_AccountOwner_IB_First,Reference_AccountOwner_IB_Second in NOSTRO_ACC_RECONCILIATIONS_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Define SEPA CREDIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Define SEPA DEBIT BULKS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Define SEPA CREDIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Define SEPA DEBIT ITEMS in NOSTRO_ACC_RECONCILIATION_OPEN;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Drop all Temporary Tables;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Release Users to enter the NOSTRO RECONCILIATIONS FORMS;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;The Automatic Reconciliation for Nostro Account: 9000902011  is finished;NOSTRO ACCOUNT: 9000902011 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Starting Automatic Nostro Reconciliation for Account: 1073202876;NOSTRO ACCOUNT: 1073202876 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1073202876 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:48:57;Check if new Bookings exist for Account: 1073202876;NOSTRO ACCOUNT: 1073202876 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:13;There are no new Bookings for Account: 1073202876;NOSTRO ACCOUNT: 1073202876 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:13;The Automatic Reconciliation for Nostro Account: 1073202876  is finished;NOSTRO ACCOUNT: 1073202876 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:13;Starting Automatic Nostro Reconciliation for Account: 1072200802;NOSTRO ACCOUNT: 1072200802 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:13;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200802 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:14;Check if new Bookings exist for Account: 1072200802;NOSTRO ACCOUNT: 1072200802 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:30;There are no new Bookings for Account: 1072200802;NOSTRO ACCOUNT: 1072200802 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:30;The Automatic Reconciliation for Nostro Account: 1072200802  is finished;NOSTRO ACCOUNT: 1072200802 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:30;Starting Automatic Nostro Reconciliation for Account: 1072200801;NOSTRO ACCOUNT: 1072200801 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:30;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200801 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:30;Check if new Bookings exist for Account: 1072200801;NOSTRO ACCOUNT: 1072200801 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:46;There are no new Bookings for Account: 1072200801;NOSTRO ACCOUNT: 1072200801 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:46;The Automatic Reconciliation for Nostro Account: 1072200801  is finished;NOSTRO ACCOUNT: 1072200801 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:46;Starting Automatic Nostro Reconciliation for Account: 1072200800;NOSTRO ACCOUNT: 1072200800 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:46;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200800 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:49:46;Check if new Bookings exist for Account: 1072200800;NOSTRO ACCOUNT: 1072200800 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:01;There are no new Bookings for Account: 1072200800;NOSTRO ACCOUNT: 1072200800 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:01;The Automatic Reconciliation for Nostro Account: 1072200800  is finished;NOSTRO ACCOUNT: 1072200800 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:01;Starting Automatic Nostro Reconciliation for Account: 1072200798;NOSTRO ACCOUNT: 1072200798 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:01;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200798 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:01;Check if new Bookings exist for Account: 1072200798;NOSTRO ACCOUNT: 1072200798 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:17;There are no new Bookings for Account: 1072200798;NOSTRO ACCOUNT: 1072200798 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:17;The Automatic Reconciliation for Nostro Account: 1072200798  is finished;NOSTRO ACCOUNT: 1072200798 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:17;Starting Automatic Nostro Reconciliation for Account: 1072200547;NOSTRO ACCOUNT: 1072200547 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:17;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200547 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:17;Check if new Bookings exist for Account: 1072200547;NOSTRO ACCOUNT: 1072200547 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:32;There are no new Bookings for Account: 1072200547;NOSTRO ACCOUNT: 1072200547 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:32;The Automatic Reconciliation for Nostro Account: 1072200547  is finished;NOSTRO ACCOUNT: 1072200547 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:32;Starting Automatic Nostro Reconciliation for Account: 1072200543;NOSTRO ACCOUNT: 1072200543 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:32;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200543 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:32;Check if new Bookings exist for Account: 1072200543;NOSTRO ACCOUNT: 1072200543 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:48;There are no new Bookings for Account: 1072200543;NOSTRO ACCOUNT: 1072200543 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:48;The Automatic Reconciliation for Nostro Account: 1072200543  is finished;NOSTRO ACCOUNT: 1072200543 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:48;Starting Automatic Nostro Reconciliation for Account: 1072200540;NOSTRO ACCOUNT: 1072200540 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:48;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200540 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:50:48;Check if new Bookings exist for Account: 1072200540;NOSTRO ACCOUNT: 1072200540 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:04;There are no new Bookings for Account: 1072200540;NOSTRO ACCOUNT: 1072200540 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:04;The Automatic Reconciliation for Nostro Account: 1072200540  is finished;NOSTRO ACCOUNT: 1072200540 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:04;Starting Automatic Nostro Reconciliation for Account: 1072200538;NOSTRO ACCOUNT: 1072200538 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:04;Delete all Postings from NOSTRO_ACC_RECON_NEW_EXTERNAL_BOOKINGS if reconciled in SWIFT ACC STATEMENTS or included in NOSTRO RECONCILIATIONS OPEN;NOSTRO ACCOUNT: 1072200538 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:04;Check if new Bookings exist for Account: 1072200538;NOSTRO ACCOUNT: 1072200538 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:19;There are no new Bookings for Account: 1072200538;NOSTRO ACCOUNT: 1072200538 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:19;The Automatic Reconciliation for Nostro Account: 1072200538  is finished;NOSTRO ACCOUNT: 1072200538 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
30.10.2018;22:51:19;Starting Automatic Nostro Reconciliation for Account: 1072200537;NOSTRO ACCOUNT: 1072200537 AUTOMATIC RECONCILIATION;SCHEDULED TASK                                                                                                                                                                                                                                                 
